NR Number,Strain Name,Plate,Well,Gene Name,Gene Description,Accession Number,Plate 1,plate,underscore,location
NR-48381,NE1839,5,D6,-,"cadmium-exporting ATPase, truncation",SAUSA300_0068,B3,20,_,20_B3
NR-48382,NE1840,5,D8,,serine-aspartate repeat-containing protein SdrH,SAUSA300_1985,B4,20,_,20_B4
NR-48383,NE1841,5,D10,-,hypothetical protein,SAUSA300_1474,B5,20,_,20_B5
NR-48384,NE1842,5,D12,-,superantigen-like protein,SAUSA300_0397,B6,20,_,20_B6
NR-48385,NE1843,5,D14,-,hypothetical protein,SAUSA300_0582,B7,20,_,20_B7
NR-48386,NE1844,5,D16,splE,serine protease SplE,SAUSA300_1754,B8,20,_,20_B8
NR-48387,NE1845,5,D18,hemB,delta-aminolevulinic acid dehydratase,SAUSA300_1615,B9,20,_,20_B9
NR-48388,NE1846,5,D20,speG,spermidine N(1)-acetyltransferase,SAUSA300_0053,B10,20,_,20_B10
NR-48389,NE1847,5,D22,-,putative hemolysin,SAUSA300_0687,B11,20,_,20_B11
NR-48390,NE1848,5,D24,lukS-PV,"Panton-Valentine leukocidin, LukS-PV",SAUSA300_1382,B12,20,_,20_B12
NR-48391,NE1849,5,F2,-,hypothetical protein,SAUSA300_0735,C1,20,_,20_C1
NR-48392,NE1850,5,F4,atpG,F0F1 ATP synthase subunit gamma,SAUSA300_2059,C2,20,_,20_C2
NR-48393,NE1851,5,F6,-,hypothetical protein,SAUSA300_0029,C3,20,_,20_C3
NR-48394,NE1852,5,F8,-,hypothetical protein,SAUSA300_1208,C4,20,_,20_C4
NR-48395,NE1853,5,F10,-,addiction module antitoxin,SAUSA300_2352,C5,20,_,20_C5
NR-48396,NE1854,5,F12,-,putative competence protein ComGC,SAUSA300_1502,C6,20,_,20_C6
NR-48397,NE1855,5,F14,-,"glycosyl transferase, group 2 family protein",SAUSA300_0689,C7,20,_,20_C7
NR-48398,NE1856,5,F16,epiC,lantibiotic epidermin biosynthesis protein EpiC,SAUSA300_1765,C8,20,_,20_C8
NR-48399,NE1857,5,F18,scdA,cell wall biosynthesis protein ScdA,SAUSA300_0253,C9,20,_,20_C9
NR-48400,NE1858,5,F20,-,ABC transporter ATP-binding protein,SAUSA300_2453,C10,20,_,20_C10
NR-48401,NE1859,5,F22,-,hypothetical protein,SAUSA300_1566,C11,20,_,20_C11
NR-48402,NE1860,5,F24,-,1-pyrroline-5-carboxylate dehydrogenase,SAUSA300_2491,C12,20,_,20_C12
NR-48403,NE1861,5,H2,-,hypothetical protein,SAUSA300_0090,D1,20,_,20_D1
NR-48404,NE1862,5,H4,-,superantigen-like protein,SAUSA300_0398,D2,20,_,20_D2
NR-48405,NE1863,5,H6,pflA,pyruvate formate-lyase activating enzyme,SAUSA300_0221,D3,20,_,20_D3
NR-48406,NE1864,5,H8,sak,staphylokinase,SAUSA300_1922,D4,20,_,20_D4
NR-48407,NE1865,5,H10,-,hypothetical protein,SAUSA300_0023,D5,20,_,20_D5
NR-48408,NE1866,5,H12,-,DNA polymerase IV,SAUSA300_1876,D6,20,_,20_D6
NR-48409,NE1867,5,H14,-,phiETA ORF59-like protein,SAUSA300_1386,D7,20,_,20_D7
NR-48410,NE1868,5,H16,mecA,penicillin-binding protein 2',SAUSA300_0032,D8,20,_,20_D8
NR-48411,NE1869,5,H18,-,hypothetical protein,SAUSA300_0243,D9,20,_,20_D9
NR-48412,NE1870,5,H20,,conserved hypothetical protein,SAUSA300_2080,D10,20,_,20_D10
NR-48413,NE1871,5,H22,-,hypothetical protein,SAUSA300_2284,D11,20,_,20_D11
NR-48414,NE1872,5,H24,rsbV,"anti-sigma-B factor, antagonist",SAUSA300_2024,D12,20,_,20_D12
NR-48415,NE1873,5,J2,-,hypothetical protein,SAUSA300_1742,E1,20,_,20_E1
NR-48416,NE1874,5,J4,-,U32 family peptidase,SAUSA300_1569,E2,20,_,20_E2
NR-48417,NE1875,5,J6,-,truncated beta-hemolysin,SAUSA300_1918,E3,20,_,20_E3
NR-48418,NE1876,5,J8,panC,pantoate--beta-alanine ligase,SAUSA300_2533,E4,20,_,20_E4
NR-48419,NE1877,5,J10,-,hypothetical protein,SAUSA300_0824,E5,20,_,20_E5
NR-48420,NE1878,5,J12,-,putative endonuclease III,SAUSA300_0597,E6,20,_,20_E6
NR-48421,NE1879,5,J14,tnp,"IS1181, transposase",SAUSA300_2115,E7,20,_,20_E7
NR-48422,NE1880,5,J16,-,tandem lipoprotein,SAUSA300_0416,E8,20,_,20_E8
NR-48423,NE1881,5,J18,fhuB,ferrichrome transport permease fhuB,SAUSA300_0634,E9,20,_,20_E9
NR-48424,NE1882,5,J20,opuCa,glycine betaine/carnitine/choline ABC transporter ATP-binding protein,SAUSA300_2393,E10,20,_,20_E10
NR-48425,NE1883,5,J22,gltC,LysR family regulatory protein,SAUSA300_0444,E11,20,_,20_E11
NR-48426,NE1884,5,J24,-,hypothetical protein,SAUSA300_0844,E12,20,_,20_E12
NR-48427,NE1885,5,L2,tgt,queuine tRNA-ribosyltransferase,SAUSA300_1595,F1,20,_,20_F1
NR-48428,NE1886,5,L4,-,hypothetical protein,SAUSA300_0992,F2,20,_,20_F2
NR-48429,NE1887,5,L6,nusB,transcription antitermination protein NusB,SAUSA300_1473,F3,20,_,20_F3
NR-48430,NE1888,5,L8,-,hypothetical protein,SAUSA300_0183,F4,20,_,20_F4
NR-48431,NE1889,5,L10,atpH,F0F1 ATP synthase subunit delta,SAUSA300_2061,F5,20,_,20_F5
NR-48432,NE1890,5,L12,-,phiSLT ORF65-like protein,SAUSA300_1422,F6,20,_,20_F6
NR-48433,NE1891,5,L14,gpmI,phosphoglyceromutase,SAUSA300_0759,F7,20,_,20_F7
NR-48434,NE1892,5,L16,-,hypothetical protein,SAUSA300_1171,F8,20,_,20_F8
NR-48435,NE1893,5,L18,-,hypothetical protein,SAUSA300_0916,F9,20,_,20_F9
NR-48436,NE1894,5,L20,-,hypothetical protein,SAUSA300_1908,F10,20,_,20_F10
NR-48437,NE1895,5,L22,argR,arginine repressor,SAUSA300_1469,F11,20,_,20_F11
NR-48438,NE1896,5,L24,lpdA,dihydrolipoamide dehydrogenase,SAUSA300_1467,F12,20,_,20_F12
NR-48439,NE1897,5,N2,-,hypothetical protein,SAUSA300_1789,G1,20,_,20_G1
NR-48440,NE1898,5,N4,-,dipeptidase PepV,SAUSA300_1697,G2,20,_,20_G2
NR-48441,NE1899,5,N6,-,tandem lipoprotein,SAUSA300_0419,G3,20,_,20_G3
NR-48442,NE1900,5,N8,-,hypothetical protein,SAUSA300_0365,G4,20,_,20_G4
NR-48443,NE1901,5,N10,-,acetyl-CoA acetyltransferase,SAUSA300_0355,G5,20,_,20_G5
NR-48444,NE1902,5,N12,moaC,molybdenum cofactor biosynthesis protein MoaC,SAUSA300_2225,G6,20,_,20_G6
NR-48445,NE1903,5,N14,-,AraC family transcriptional regulator,SAUSA300_1455,G7,20,_,20_G7
NR-48446,NE1904,5,N16,rpmG,50S ribosomal protein L33,SAUSA300_1233,G8,20,_,20_G8
NR-48447,NE1905,5,N18,lgt,prolipoprotein diacylglyceryl transferase,SAUSA300_0744,G9,20,_,20_G9
NR-48448,NE1906,5,N20,-,hypothetical protein,SAUSA300_0587,G10,20,_,20_G10
NR-48449,NE1907,5,N22,-,methylated DNA-protein cysteine methyltransferase,SAUSA300_2485,G11,20,_,20_G11
NR-48450,NE1908,5,N24,-,ABC transporter ATP-binding protein,SAUSA300_1911,G12,20,_,20_G12
NR-48451,NE1909,5,P2,-,hypothetical protein,SAUSA300_1720,H1,20,_,20_H1
NR-48452,NE1910,5,P4,-,hypothetical protein,SAUSA300_1248,H2,20,_,20_H2
NR-48453,NE1911,5,P6,-,hypothetical protein,SAUSA300_0585,H3,20,_,20_H3
NR-48454,NE1912,5,P8,-,ISSep1-like transposase,SAUSA300_0071,H4,20,_,20_H4
NR-48455,NE1913,5,P10,,putative lipoprotein,SAUSA300_0079,H5,20,_,20_H5
NR-48456,NE1914,5,P12,-,hypothetical protein,SAUSA300_0997,H6,20,_,20_H6
NR-48457,NE1915,5,P14,pitR (phoU2),hypothetical protein,SAUSA300_0649,H7,20,_,20_H7
NR-48458,NE1916,5,P16,,hypothetical protein,SAUSA300_0795,H8,20,_,20_H8
NR-48459,NE1917,5,P18,,hypothetical protein,SAUSA300_1950,H9,20,_,20_H9
NR-48460,NE1918,5,P20,,phiSLT ORF53-like protein,SAUSA300_1429,H10,20,_,20_H10
NR-48461,NE1919,5,P22,,protein phosphatase 2C domain-containing protein,SAUSA300_1112,H11,20,_,20_H11
NR-48462,NE1920,5,P24,-,polyprenyl synthetase,SAUSA300_1359,H12,20,_,20_H12
