ID,Strain Name,Sanger Exact,Location,Locus Tag,Gene Abbrev.,Putative ORF Function
7160,PW8161,+,phoAwp02q4A02,PA4221,fptA,Fe(III)-pyochelin outer membrane receptor precursor
7161,PW8162,+,phoAwp02q4C02,PA4221,fptA,Fe(III)-pyochelin outer membrane receptor precursor
7162,PW8163,+,phoAwp07q1C02,PA4221,fptA,Fe(III)-pyochelin outer membrane receptor precursor
7163,PW8164,+,lacZbp03q2H11,PA4222,,probable ATP-binding component of ABC transporter
7164,PW8165,+,phoAwp01q4F03,PA4222,,probable ATP-binding component of ABC transporter
7165,PW8166,,lacZwp04q2F12,PA4223,,probable ATP-binding component of ABC transporter
7166,PW8167,+,phoAwp05q1F12,PA4223,,probable ATP-binding component of ABC transporter
7167,PW8168,+,lacZwp06q1H07,PA4224,pchG,pyochelin biosynthetic protein PchG
7168,PW8169,+,phoAwp08q4A03,PA4224,pchG,pyochelin biosynthetic protein PchG
7169,PW8172,+,phoAwp03q4E05,PA4225,pchF,pyochelin synthetase
7170,PW8170,+,lacZwp03q3F08,PA4225,pchF,pyochelin synthetase
7171,PW8171,+,lacZwp05q1C06,PA4225,pchF,pyochelin synthetase
7172,PW8175,+,phoAwp07q4E06,PA4226,pchE,dihydroaeruginoic acid synthetase
7173,PW8174,+,phoAwp06q3H03,PA4226,pchE,dihydroaeruginoic acid synthetase
7174,PW8173,+,lacZwp03q1B10,PA4226,pchE,dihydroaeruginoic acid synthetase
7175,PW8176,+,phoAwp05q2G08,PA4227,pchR,transcriptional regulator PchR
7176,PW8177,+,phoAwp05q4B02,PA4227,pchR,transcriptional regulator PchR
7177,PW8178,+,phoAwp04q2B08,PA4228,pchD,pyochelin biosynthesis protein PchD
7178,PW8179,+,phoAwp04q2C08,PA4228,pchD,pyochelin biosynthesis protein PchD
7179,PW8180,+,phoAwp04q2B01,PA4229,pchC,pyochelin biosynthetic protein PchC
7180,PW8182,+,phoAwp04q4C03,PA4231,pchA,salicylate biosynthesis isochorismate synthase
7181,PW8181,+,phoAwp04q1E01,PA4231,pchA,salicylate biosynthesis isochorismate synthase
7182,PW8183,+,lacZwp03q3E01,PA4233,,probable major facilitator superfamily (MFS) transporter
7183,PW8185,+,phoAwp04q4B10,PA4233,,probable major facilitator superfamily (MFS) transporter
7184,PW8184,+,phoAbp02q3H10,PA4233,,probable major facilitator superfamily (MFS) transporter
7185,PW8186,+,lacZbp03q1B07,PA4234,uvrA,excinuclease ABC subunit A
7186,PW8187,+,phoAwp04q3E05,PA4234,uvrA,excinuclease ABC subunit A
7187,PW6753,,lacZbp02q4F03,PA4234,uvrA,excinuclease ABC subunit A
7188,PW8188,+,lacZwp01q4F06,PA4235,bfrA,bacterioferritin
7189,PW8189,+,phoAbp02q2C12,PA4235,bfrA,bacterioferritin
7190,PW8190,+,lacZbp03q4A05,PA4236,katA,catalase
7191,PW8191,+,phoAwp06q1B07,PA4236,katA,catalase
7192,PW8192,,lacZwp06q1F12,PA4243,secY,secretion protein SecY
7193,PW8193,,lacZwp06q2A08,PA4246,rpsE,30S ribosomal protein S5
7194,PW8197,,phoAwp06q4F02,PA4262,rplD,50S ribosomal protein L4
7195,PW8196,,lacZwp04q1D07,PA4262,rplD,50S ribosomal protein L4
7196,PW8198,,lacZbp01q4C12,PA4263,rplC,50S ribosomal protein L3
7197,PW8199,,lacZwp06q4F11,PA4265,tufA,elongation factor Tu
7198,PW8201,,lacZwp06q1H09,PA4266,fusA1,elongation factor G
7199,PW6286,,lacZwp03q4C05,PA4267,rpsG,30S ribosomal protein S7
7200,PW8203,,phoAwp02q4C09,PA4268,rpsL,30S ribosomal protein S12
7201,PW8205,+,phoAbp01q1A12,PA4278,,hypothetical protein
7202,PW8208,,phoAwp02q2D12,PA4280,birA,BirA bifunctional protein
7203,PW8209,+,lacZwp03q3D04,PA4280.5,,16S ribosomal RNA
7204,PW8211,+,lacZwp06q2G11,PA4281,sbcD,exonuclease SbcD
7205,PW8210,+,lacZwp05q4G12,PA4281,sbcD,exonuclease SbcD
7206,PW8212,+,phoAwp08q4D12,PA4282,,probable exonuclease
7207,PW8213,+,phoAwp09q2D11,PA4282,,probable exonuclease
7208,PW8214,+,lacZwp03q1E06,PA4283,recD,exodeoxyribonuclease V alpha chain
7209,PW8216,+,lacZwp07q3H11,PA4284,recB,exodeoxyribonuclease V beta chain
7210,PW8217,+,lacZwp02q3E06,PA4285,recC,exodeoxyribonuclease V gamma chain
7211,PW8219,,lacZwp04q4F09,PA4286,,hypothetical protein
7212,PW8218,+,lacZwp02q4F09,PA4286,,hypothetical protein
7213,PW8220,+,lacZwp05q4D08,PA4287,,hypothetical protein
7214,PW8221,+,lacZwp06q3F09,PA4287,,hypothetical protein
7215,PW8222,+,phoAwp05q1F09,PA4288,,probable transcriptional regulator
7216,PW8224,+,phoAwp05q2F05,PA4289,,probable transporter
7217,PW8225,+,phoAwp05q4A02,PA4289,,probable transporter
7218,PW8226,+,lacZwp04q3E04,PA4290,,probable chemotaxis transducer
7219,PW8227,+,phoAwp10q2C09,PA4290,,probable chemotaxis transducer
7220,PW8228,+,phoAwp05q4B05,PA4291,,hypothetical protein
7221,PW8229,+,phoAwp05q4B06,PA4291,,hypothetical protein
7222,PW2907,+,lacZwp01q1G05,PA4291,,hypothetical protein
7223,PW8230,+,phoAbp03q1A03,PA4292,,probable phosphate transporter
7224,PW8231,+,phoAbp03q3F03,PA4292,,probable phosphate transporter
7225,PW8233,+,phoAwp10q2B01,PA4293,pprA,two-component sensor PprA
7226,PW8232,+,phoAwp08q1C03,PA4293,pprA,two-component sensor PprA
7227,PW8235,+,phoAwp08q1A09,PA4294,,hypothetical protein
7228,PW8234,+,lacZwp07q3A03,PA4294,,hypothetical protein
7229,PW8236,+,lacZwp06q1E11,PA4295,fppA,"Flp prepilin peptidase A, FppA"
7230,PW8237,+,phoAwp09q2A06,PA4295,fppA,"Flp prepilin peptidase A, FppA"
7231,PW8239,+,phoAwp06q3B07,PA4296,pprB,"two-component response regulator, PprB"
7232,PW8238,+,phoAwp03q4G05,PA4296,pprB,"two-component response regulator, PprB"
7233,PW8241,+,phoAwp01q2D08,PA4297,tadG,TadG
7234,PW8242,+,phoAwp07q2G02,PA4297,tadG,TadG
7235,PW8240,+,lacZwp03q2C07,PA4297,tadG,TadG
7236,PW8243,+,phoAwp03q3G07,PA4298,,hypothetical protein
7237,PW8245,+,phoAwp05q3A03,PA4299,tadD,TadD
7238,PW8244,+,lacZwp07q2E11,PA4299,tadD,TadD
7239,PW8246,+,phoAwp09q2B12,PA4299,tadD,TadD
7240,PW8248,+,phoAwp04q1C10,PA4300,tadC,TadC
7241,PW8247,,lacZbp01q1G09,PA4300,tadC,TadC
7242,PW8249,+,lacZwp04q4A11,PA4301,tadB,TadB
7243,PW8250,+,phoAwp06q2F03,PA4301,tadB,TadB
7244,PW8252,+,phoAwp05q2F12,PA4302,tadA,TadA ATPase
7245,PW8251,+,lacZwp07q3E10,PA4302,tadA,TadA ATPase
7246,PW8253,+,phoAwp03q4H02,PA4303,tadZ,TadZ
7247,PW8254,+,phoAwp04q4D04,PA4303,tadZ,TadZ
7248,PW8255,+,lacZwp09q3E02,PA4304,rcpA,RcpA
7249,PW8256,+,phoAwp08q1B08,PA4304,rcpA,RcpA
7250,PW8258,+,phoAwp08q4C05,PA4305,rcpC,RcpC
7251,PW8257,+,lacZwp09q2H08,PA4305,rcpC,RcpC
7252,PW8259,+,lacZwp05q3C01,PA4306,flp,"Type IVb pilin, Flp"
7253,PW8260,+,lacZwp09q2C10,PA4307,pctC,chemotactic transducer PctC
7254,PW8261,+,lacZwp09q2F10,PA4307,pctC,chemotactic transducer PctC
7255,PW8262,+,lacZwp01q2E02,PA4308,,conserved hypothetical protein
7256,PW8263,+,lacZwp02q2E09,PA4308,,conserved hypothetical protein
7257,PW8265,+,phoAbp03q2G10,PA4309,pctA,chemotactic transducer PctA
7258,PW8264,+,lacZwp06q2A06,PA4309,pctA,chemotactic transducer PctA
7259,PW8266,+,lacZwp08q4A11,PA4310,pctB,chemotactic transducer PctB
7260,PW6284,,lacZwp08q4B12,PA4310,pctB,chemotactic transducer PctB
7261,PW8268,+,phoAbp03q3G03,PA4310,pctB,chemotactic transducer PctB
7262,PW8267,+,phoAbp02q1B07,PA4310,pctB,chemotactic transducer PctB
7263,PW8269,+,lacZwp06q2G03,PA4311,,conserved hypothetical protein
7264,PW8270,+,lacZwp08q3A01,PA4311,,conserved hypothetical protein
7265,PW8272,+,phoAwp03q3G06,PA4312,,conserved hypothetical protein
7266,PW8271,+,lacZbp03q2G01,PA4312,,conserved hypothetical protein
7267,PW8274,,phoAwp07q2A02,PA4313,,hypothetical protein
7268,PW8273,+,lacZwp04q4B08,PA4313,,hypothetical protein
7269,PW8275,+,phoAwp08q2C11,PA4314,purU1,formyltetrahydrofolate deformylase
7270,PW8277,+,lacZwp08q1F01,PA4315,mvaT,"transcriptional regulator MvaT, P16 subunit"
7271,PW8276,+,lacZwp03q2C04,PA4315,mvaT,"transcriptional regulator MvaT, P16 subunit"
7272,PW8279,+,Supplemental_Plate4E03,PA4315,mvaT,"transcriptional regulator MvaT, P16 subunit"
7273,PW8278,+,phoAwp08q1C06,PA4315,mvaT,"transcriptional regulator MvaT, P16 subunit"
7274,PW8281,+,phoAwp10q1D03,PA4316,sbcB,exodeoxyribonuclease I
7275,PW4890,+,lacZwp01q1G02,PA4316,sbcB,exodeoxyribonuclease I
7276,PW8282,+,lacZwp09q4A07,PA4317,,hypothetical protein
7277,PW8283,+,phoAbp01q1E05,PA4317,,hypothetical protein
7278,PW8284,+,phoAbp01q3H12,PA4317,,hypothetical protein
7279,PW8286,+,phoAwp10q2H08,PA4318,,hypothetical protein
7280,PW8285,+,phoAbp03q1C04,PA4318,,hypothetical protein
7281,PW8287,,phoAwp05q1A12,PA4319,,conserved hypothetical protein
7282,PW8288,+,phoAwp09q3E01,PA4319,,conserved hypothetical protein
7283,PW8290,+,phoAbp03q2B12,PA4320,,hypothetical protein
7284,PW8289,+,lacZwp04q1D03,PA4320,,hypothetical protein
7285,PW8291,+,lacZwp07q4G02,PA4321,,hypothetical protein
7286,PW8292,+,lacZwp08q3C03,PA4321,,hypothetical protein
7287,PW8293,+,lacZbp02q4D07,PA4322,,conserved hypothetical protein
7288,PW8294,+,lacZwp05q2B03,PA4322,,conserved hypothetical protein
7289,PW8296,+,lacZbp02q4G11,PA4323,,hypothetical protein
7290,PW8295,+,lacZbp01q4A11,PA4323,,hypothetical protein
7291,PW8297,+,lacZwp08q2C12,PA4324,,hypothetical protein
7292,PW8298,+,phoAwp02q3A12,PA4324,,hypothetical protein
7293,PW8300,+,phoAwp03q4F07,PA4325,,hypothetical protein
7294,PW8299,+,lacZwp08q4B03,PA4325,,hypothetical protein
7295,PW8301,+,lacZwp07q2F12,PA4326,,hypothetical protein
7296,PW8302,+,phoAbp02q4E10,PA4326,,hypothetical protein
7297,PW8304,+,phoAwp05q4B04,PA4327,,hypothetical protein
7298,PW8303,+,lacZwp04q1B02,PA4327,,hypothetical protein
7299,PW2014,,lacZbp03q2H04,PA4328,,hypothetical protein
7300,PW8305,,lacZbp03q1H04,PA4328,,hypothetical protein
7301,PW8306,,phoAwp05q1F02,PA4328,,hypothetical protein
7302,PW8307,+,lacZbp02q2H05,PA4329,pykA,pyruvate kinase II
7303,PW8308,+,lacZbp03q4B04,PA4329,pykA,pyruvate kinase II
7304,PW8309,+,phoAwp05q1G03,PA4330,,probable enoyl-CoA hydratase/isomerase
7305,PW8310,+,phoAwp09q2A12,PA4330,,probable enoyl-CoA hydratase/isomerase
7306,PW8313,+,phoAwp09q1E06,PA4330,,probable enoyl-CoA hydratase/isomerase
7307,PW8312,+,phoAwp06q1G06,PA4331,,probable ferredoxin reductase
7308,PW8311,+,phoAwp03q3G10,PA4331,,probable ferredoxin reductase
7309,PW8314,+,lacZwp08q2B07,PA4332,,hypothetical protein
7310,PW8315,+,phoAbp02q3C04,PA4332,,hypothetical protein
7311,PW8316,+,phoAwp04q3F01,PA4334,,probable transport protein
7312,PW8317,+,lacZwp03q4C06,PA4335,,hypothetical protein
7313,PW8318,+,phoAwp03q1F04,PA4336,,conserved hypothetical protein
7314,PW8320,,phoAwp10q2G08,PA4337,,hypothetical protein
7315,PW8321,+,phoAwp05q3B07,PA4338,,hypothetical protein
7316,PW8322,+,phoAwp08q4G11,PA4338,,hypothetical protein
7317,PW8324,+,phoAwp09q4H08,PA4339,,probable phospholipase
7318,PW8323,+,lacZwp04q4B03,PA4339,,probable phospholipase
7319,PW8326,+,phoAbp01q3F05,PA4340,,hypothetical protein
7320,PW8325,+,phoAbp01q3B08,PA4340,,hypothetical protein
7321,PW8327,,lacZwp03q2H12,PA4340,,hypothetical protein
7322,PW8328,+,lacZwp05q2D05,PA4341,,probable transcriptional regulator
7323,PW8329,+,phoAwp04q4F02,PA4341,,probable transcriptional regulator
7324,PW8330,,lacZwp09q2C12,PA4342,,probable amidase
7325,PW8331,+,phoAwp01q3E11,PA4342,,probable amidase
7326,PW8333,+,phoAwp04q2D06,PA4343,,probable major facilitator superfamily (MFS) transporter
7327,PW8332,+,lacZbp03q3G08,PA4343,,probable major facilitator superfamily (MFS) transporter
7328,PW8335,+,phoAwp06q3H12,PA4344,,probable hydrolase
7329,PW8334,+,phoAwp04q3A10,PA4344,,probable hydrolase
7330,PW8336,+,phoAbp02q3H05,PA4345,,hypothetical protein
7331,PW8337,+,phoAwp09q1D01,PA4345,,hypothetical protein
7332,PW8338,+,phoAwp04q1B04,PA4346,,hypothetical protein
7333,PW8339,+,phoAwp07q4C08,PA4347,,hypothetical protein
7334,PW8340,+,phoAwp09q2B06,PA4347,,hypothetical protein
7335,PW8342,+,phoAwp05q2C10,PA4348,,conserved hypothetical protein
7336,PW8341,+,phoAwp03q1C09,PA4348,,conserved hypothetical protein
7337,PW8343,+,lacZbp01q3H05,PA4349,,hypothetical protein
7338,PW8344,+,lacZwp06q2B10,PA4349,,hypothetical protein
7339,PW8345,+,lacZwp02q4F01,PA4350,,conserved hypothetical protein
7340,PW8346,+,lacZwp05q4D06,PA4350,,conserved hypothetical protein
7341,PW8348,+,phoAwp09q1F07,PA4351,,probable acyltransferase
7342,PW8347,+,phoAwp07q2F06,PA4351,,probable acyltransferase
7343,PW8349,,lacZbp01q1B11,PA4352,,conserved hypothetical protein
7344,PW8350,,lacZbp02q1F04,PA4352,,conserved hypothetical protein
7345,PW8352,+,lacZwp06q1G12,PA4353,,conserved hypothetical protein
7346,PW8351,+,lacZwp02q2B07,PA4353,,conserved hypothetical protein
7347,PW8353,+,phoAwp08q2F04,PA4354,,conserved hypothetical protein
7348,PW8354,+,phoAbp01q1B12,PA4355,,probable major facilitator superfamily (MFS) transporter
7349,PW8355,+,phoAbp03q1C08,PA4355,,probable major facilitator superfamily (MFS) transporter
7350,PW8357,+,phoAbp02q1B12,PA4356,xenB,xenobiotic reductase
7351,PW8356,+,lacZbp01q2C10,PA4356,xenB,xenobiotic reductase
7352,PW8359,+,phoAbp03q2G12,PA4358,,probable ferrous iron transport protein
7353,PW8358,+,phoAbp03q1B11,PA4358,,probable ferrous iron transport protein
7354,PW8360,+,phoAwp07q3H11,PA4359,,conserved hypothetical protein
7355,PW8362,+,phoAbp02q4B01,PA4360,,hypothetical protein
7356,PW8363,+,phoAwp03q2D04,PA4361,,probable oxidoreductase
7357,PW8364,+,phoAwp01q2E12,PA4362,,hypothetical protein
7358,PW8365,+,phoAwp08q4C09,PA4362,,hypothetical protein
7359,PW8366,+,phoAwp01q1F10,PA4363,iciA,inhibitor of chromosome initiation IciA
7360,PW8367,+,phoAwp08q2B04,PA4363,iciA,inhibitor of chromosome initiation IciA
7361,PW9946,+,phoAwp08q1B02,PA4364,,hypothetical protein
7362,PW8368,+,lacZwp05q2G02,PA4364,,hypothetical protein
7363,PW8370,+,phoAwp06q2A07,PA4365,,probable transporter
7364,PW8369,+,lacZwp08q2A10,PA4365,,probable transporter
7365,PW8372,+,lacZwp07q1C03,PA4367,bifA,BifA
7366,PW8371,+,lacZwp05q1D09,PA4367,bifA,BifA
7367,PW8373,+,lacZwp04q1G05,PA4368,,hypothetical protein
7368,PW8374,+,Supplemental_Plate3F12,PA4368,,hypothetical protein
7369,PW8376,+,phoAwp09q3D12,PA4369,,hypothetical protein
7370,PW8375,+,phoAwp04q3F11,PA4369,,hypothetical protein
7371,PW7679,+,lacZwp01q4C05,PA4369,,hypothetical protein
7372,PW8377,+,phoAbp01q1C03,PA4370,icmP,Insulin-cleaving metalloproteinase outer membrane protein precursor
7373,PW8378,+,phoAbp03q1D04,PA4370,icmP,Insulin-cleaving metalloproteinase outer membrane protein precursor
7374,PW8379,+,lacZwp02q4G05,PA4371,,hypothetical protein
7375,PW8380,+,phoAwp04q2B04,PA4371,,hypothetical protein
7376,PW8382,+,phoAbp02q3A02,PA4372,,hypothetical protein
7377,PW8381,+,phoAbp02q1A03,PA4372,,hypothetical protein
7378,PW8384,+,phoAbp01q1F05,PA4373,,hypothetical protein
7379,PW8383,+,lacZwp08q3H09,PA4373,,hypothetical protein
7380,PW8386,+,phoAbp03q2D09,PA4374,,probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor
7381,PW8385,+,phoAbp02q2H07,PA4374,,probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor
7382,PW8390,+,phoAbp02q3F06,PA4375,,probable Resistance-Nodulation-Cell Division (RND) efflux transporter
7383,PW8389,+,phoAbp01q1C08,PA4375,,probable Resistance-Nodulation-Cell Division (RND) efflux transporter
7384,PW5281,+,phoAbp01q2B10,PA4375,,probable Resistance-Nodulation-Cell Division (RND) efflux transporter
7385,PW8388,+,lacZwp03q2G09,PA4375,,probable Resistance-Nodulation-Cell Division (RND) efflux transporter
7386,PW8387,+,lacZwp03q1G12,PA4375,,probable Resistance-Nodulation-Cell Division (RND) efflux transporter
7387,PW8391,+,lacZwp09q4A03,PA4376,pncB2,nicotinate phosphoribosyltransferase
7388,PW8392,+,phoAwp01q2G07,PA4376,pncB2,nicotinate phosphoribosyltransferase
7389,PW8393,+,phoAbp03q1F12,PA4378,inaA,InaA protein
7390,PW8394,+,phoAwp08q4E05,PA4378,inaA,InaA protein
7391,PW8395,+,lacZwp05q2G03,PA4379,,conserved hypothetical protein
7392,PW8396,+,phoAwp06q1F08,PA4379,,conserved hypothetical protein
7393,PW8397,+,phoAwp02q4A03,PA4380,,probable two-component sensor
7394,PW8398,+,phoAwp06q1G11,PA4380,,probable two-component sensor
7395,PW8400,+,lacZwp03q3A10,PA4381,,probable two-component response regulator
7396,PW8401,+,Supplemental_Plate4A10,PA4381,,probable two-component response regulator
7397,PW8399,+,lacZbp03q4D04,PA4381,,probable two-component response regulator
7398,PW8402,+,phoAwp05q3F06,PA4382,,hypothetical protein
7399,PW8403,+,phoAwp10q1F05,PA4382,,hypothetical protein
7400,PW8404,+,phoAwp01q2H03,PA4383,,conserved hypothetical protein
7401,PW8406,+,phoAwp08q2E02,PA4384,,hypothetical protein
7402,PW8405,+,phoAbp03q1D11,PA4384,,hypothetical protein
7403,PW8408,+,lacZbp03q3C05,PA4387,,conserved hypothetical protein
7404,PW8409,+,lacZwp09q4H08,PA4387,,conserved hypothetical protein
7405,PW8411,+,phoAwp06q1F01,PA4388,,hypothetical protein
7406,PW8410,+,phoAwp03q3C09,PA4388,,hypothetical protein
7407,PW8413,+,phoAbp02q4C06,PA4390,,hypothetical protein
7408,PW8412,+,phoAbp02q1C11,PA4390,,hypothetical protein
7409,PW8414,+,phoAwp03q4G03,PA4391,,hypothetical protein
7410,PW8415,+,phoAwp10q2H10,PA4391,,hypothetical protein
7411,PW8416,+,lacZwp01q3G05,PA4392,,conserved hypothetical protein
7412,PW8418,+,phoAwp03q2G12,PA4393,,probable permease
7413,PW8417,+,lacZbp03q3G05,PA4393,,probable permease
7414,PW8420,+,phoAwp02q2D03,PA4394,,conserved hypothetical protein
7415,PW8419,+,lacZwp05q1B01,PA4394,,conserved hypothetical protein
7416,PW8421,+,phoAwp05q2D09,PA4395,,conserved hypothetical protein
7417,PW8422,+,phoAwp05q4D08,PA4395,,conserved hypothetical protein
7418,PW8424,+,phoAwp02q1D06,PA4396,,probable two-component response regulator
7419,PW8423,,phoAwp01q3F03,PA4396,,probable two-component response regulator
7420,PW8427,+,phoAwp03q1A07,PA4397,panE,ketopantoate reductase
7421,PW8425,+,lacZwp07q1G06,PA4397,panE,ketopantoate reductase
7422,PW8426,+,phoAwp02q3C11,PA4397,panE,ketopantoate reductase
7423,PW8429,+,phoAwp09q2C08,PA4398,,probable two-component sensor
7424,PW8428,+,phoAwp04q1F03,PA4398,,probable two-component sensor
7425,PW8431,+,lacZbp03q4G02,PA4399,,conserved hypothetical protein
7426,PW8430,+,lacZbp02q4G12,PA4399,,conserved hypothetical protein
7427,PW8433,+,phoAwp09q1C01,PA4400,,probable pyrophosphohydrolase
7428,PW8432,+,phoAwp01q3F06,PA4400,,probable pyrophosphohydrolase
7429,PW8435,,phoAwp02q3F11,PA4401,,probable glutathione S-transferase
7430,PW8434,,lacZwp06q3G09,PA4401,,probable glutathione S-transferase
7431,PW8436,+,lacZbp03q3D04,PA4402,argJ,glutamate N-acetyltransferase
7432,PW8437,+,lacZbp03q3H01,PA4402,argJ,glutamate N-acetyltransferase
7433,PW8438,+,phoAwp09q1D04,PA4404,,hypothetical protein
7434,PW8439,+,phoAwp09q3F10,PA4404,,hypothetical protein
7435,PW8440,+,phoAwp09q4F10,PA4404,,hypothetical protein
7436,PW8442,+,phoAwp04q3D05,PA4410,ddlB,D-alanine--D-alanine ligase
7437,PW8443,+,lacZbp02q3D02,PA4414,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase
7438,PW8445,,lacZwp06q3G12,PA4418,ftsI,penicillin-binding protein 3
7439,PW8448,+,lacZwp03q1C05,PA4421,,conserved hypothetical protein
7440,PW8449,+,Supplemental_Plate2C05,PA4421,,conserved hypothetical protein
7441,PW8450,+,lacZbp02q4B09,PA4422,,conserved hypothetical protein
7442,PW2906,,lacZbp03q1G03,PA4422,,conserved hypothetical protein
7443,PW8451,+,lacZwp08q4F05,PA4422,,conserved hypothetical protein
7444,PW8453,+,phoAbp02q1D01,PA4423,,conserved hypothetical protein
7445,PW8452,+,lacZwp02q2B08,PA4423,,conserved hypothetical protein
7446,PW8454,+,phoAwp02q4A11,PA4424,,conserved hypothetical protein
7447,PW8455,,phoAwp02q4A12,PA4424,,conserved hypothetical protein
7448,PW8456,,lacZbp01q2E12,PA4426,,conserved hypothetical protein
7449,PW8457,,phoAwp08q2D12,PA4426,,conserved hypothetical protein
7450,PW8459,+,phoAwp01q4B06,PA4427,sspB,stringent starvation protein B
7451,PW8458,+,lacZwp05q2D01,PA4427,sspB,stringent starvation protein B
7452,PW8460,+,phoAwp04q3H12,PA4428,sspA,stringent starvation protein A
7453,PW8462,+,phoAwp02q3C09,PA4430,,probable cytochrome b
7454,PW8461,,lacZwp04q2D04,PA4430,,probable cytochrome b
7455,PW8463,+,phoAwp03q2G05,PA4431,,probable iron-sulfur protein
7456,PW8464,,phoAwp02q4G10,PA4432,rpsI,30S ribosomal protein S9
7457,PW8466,+,phoAwp08q4H09,PA4434,,probable oxidoreductase
7458,PW8465,+,lacZwp08q1A06,PA4434,,probable oxidoreductase
7459,PW8467,+,lacZwp09q4F10,PA4435,,probable acyl-CoA dehydrogenase
7460,PW8468,+,phoAwp01q2F01,PA4435,,probable acyl-CoA dehydrogenase
7461,PW8469,+,phoAwp04q3B11,PA4436,,probable transcriptional regulator
7462,PW8471,+,Supplemental_Plate4H05,PA4437,,hypothetical protein
7463,PW8470,+,lacZwp07q2F10,PA4437,,hypothetical protein
7464,PW8473,+,phoAwp07q4F01,PA4438,,conserved hypothetical protein
7465,PW8472,+,phoAwp04q2E11,PA4438,,conserved hypothetical protein
7466,PW8474,+,phoAwp10q1H12,PA4439,trpS,tryptophanyl-tRNA synthetase
7467,PW8475,+,lacZwp05q2F10,PA4440,,hypothetical protein
7468,PW8476,,phoAwp07q1A07,PA4440,,hypothetical protein
7469,PW8477,+,phoAbp01q1C09,PA4441,,hypothetical protein
7470,PW8479,+,lacZbp03q1B11,PA4442,cysN,ATP sulfurylase GTP-binding subunit/APS kinase
7471,PW8478,+,lacZbp01q4B04,PA4442,cysN,ATP sulfurylase GTP-binding subunit/APS kinase
7472,PW8481,+,lacZwp07q3B04,PA4443,cysD,ATP sulfurylase small subunit
7473,PW8480,+,lacZwp04q4E01,PA4443,cysD,ATP sulfurylase small subunit
7474,PW8482,+,phoAbp01q1C02,PA4444,mltB1,soluble and membrane-bound lytic transglycosylases
7475,PW8483,+,phoAbp01q2H03,PA4444,mltB1,soluble and membrane-bound lytic transglycosylases
