PA14 NR Set Plate (PO_PlateLabel96),PA14 NR Set Well (PO_PlateLocation96ADD),Parental Library Source Plate (WOR_PlateLabel),Parental Library Source Plate Well (WOR_PlateWellPosition),MutantID,PA14 Genomic Position,PA14 Genome BLASTN Bit Score,Unambiguous Insertion Location?,Locus Tag,"""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)",All Predicted GeneIDs,PAO1 Orthologs,PA14 NR Set Comments,library_position
PAMr_nr_mas_12_2,E10,PA14_MrT7_498wor,F4,47776,5328143,678,Y,PA14_59820,GID3623,191,651,,,Conserved Hypothetical protein,PA14_59820(191/651),GID3623,,,PAMr_nr_mas_12_2E10
PAMr_nr_mas_12_2,E11,PA14_MrT7_498wor,G8,47792,3153847,426,Y,PA14_35470,GID2884,137,819,PA2251,,hypothetical,PA14_35470(137/819),GID2884,PA2251,,PAMr_nr_mas_12_2E11
PAMr_nr_mas_12_2,E12,PA14_MrT7_498wor,H5,47801,1615654,101,Y,PA14_18780,GID61,172,3162,PA3522,,putative RND efflux transporter,"PA14_18780(172/3162), PA14_18770*(2997/3384)","GID61, GID6365",PA3522,,PAMr_nr_mas_12_2E12
PAMr_nr_mas_12_2,F1,PA14_MrT7_498wor,H6,47802,1082393,180,Y,PA14_12620,GID4732,160,417,PA3962,,hypothetical protein,PA14_12620(160/417),GID4732,PA3962,,PAMr_nr_mas_12_2F1
PAMr_nr_mas_12_2,F2,PA14_MrT7_498wor,H7,47803,6415905,270,Y,PA14_71970,GID890,121,1440,PA5452,wbpW,GDP-mannose pyrophosphorylase,"PA14_71970(121/1440), PA14_71980*(1206/2454)","GID890, GID6960",PA5452,,PAMr_nr_mas_12_2F2
PAMr_nr_mas_12_2,F3,PA14_MrT7_499wor,A5,47813,368344,480,Y,PA14_04090,GID3188,265,771,PA0314,,putative binding protein component of ABC transporter,PA14_04090(265/771),GID3188,PA0314,,PAMr_nr_mas_12_2F3
PAMr_nr_mas_12_2,F4,PA14_MrT7_499wor,B11,47831,527499,511,Y,PA14_05950,GID1099,208,1377,PA0455,dbpA, RNA helicase DbpA,"PA14_05950(208/1377), PA14_05930*(1266/1512), PA14_05940*(302/1554)","GID1099, GID7140, GID7141",PA0455,,PAMr_nr_mas_12_2F4
PAMr_nr_mas_12_2,F5,PA14_MrT7_499wor,C8,47840,2243142,821,Y,PA14_25650,GID2493,882,939,PA2968,fabD,malonyl-CoA-[acyl-carrier-protein] transacylase,PA14_25650(882/939),GID2493,PA2968,,PAMr_nr_mas_12_2F5
PAMr_nr_mas_12_2,F6,PA14_MrT7_499wor,D2,47846,1889761,121,Y,PA14_21730,GID251,690,2166,PA3268,,putative TonB-dependent  receptor,"PA14_21730(690/2166), PA14_21740*(1663/2034)","GID251, GID6306",PA3268,,PAMr_nr_mas_12_2F6
PAMr_nr_mas_12_2,F7,PA14_MrT7_499wor,D9,47853,4028127,309,Y,PA14_45170,GID1454,399,1191,PA1489,,putative oxidoreductase,"PA14_45170(399/1191), PA14_45160*(847/1590)","GID1454, GID5717",PA1489,,PAMr_nr_mas_12_2F7
PAMr_nr_mas_12_2,F8,PA14_MrT7_499wor,F2,47870,2589813,716,Y,PA14_29900,GID4407,91,501,PA2645,nuoJ,NADH dehydrogenase I chain J,PA14_29900(91/501),GID4407,PA2645,,PAMr_nr_mas_12_2F8
PAMr_nr_mas_12_2,F9,PA14_MrT7_499wor,F8,47876,1421713,1168,Y,PA14_16610,GID5039,18,324,PA3694,,putative lipoprotein,PA14_16610(18/324),GID5039,PA3694,,PAMr_nr_mas_12_2F9
PAMr_nr_mas_12_2,F10,PA14_MrT7_499wor,F9,47877,176367,377,Y,PA14_01940,GID1789,201,1152,PA0156,,putative RND efflux membrane fusion protein precursor,"PA14_01940(201/1152), PA14_01950*(1204/1401)","GID1789, GID7034",PA0156,,PAMr_nr_mas_12_2F10
PAMr_nr_mas_12_2,F11,PA14_MrT7_499wor,G11,47891,2247408,737,Y,PA14_25730,GID1914,818,1050,PA2963,,putative aminodeoxychorismate lyase,"PA14_25730(818/1050), PA14_25720*(122/1428)","GID1914, GID6222",PA2963,,PAMr_nr_mas_12_2F11
PAMr_nr_mas_12_2,F12,PA14_MrT7_499wor,G12,47892,672703,416,Y,PA14_07810,GID1921,282,1062,PA0599,,conserved hypothetical protein,PA14_07810(282/1062),GID1921,PA0599,,PAMr_nr_mas_12_2F12
PAMr_nr_mas_12_2,G1,PA14_MrT7_500wor,B3,47919,3955691,446,Y,PA14_44430,GID4131,80,540,PA1550,,conserved hypothetical protein,PA14_44430(80/540),GID4131,PA1550,,PAMr_nr_mas_12_2G1
PAMr_nr_mas_12_2,G2,PA14_MrT7_500wor,B5,47921,4617759,206,Y,PA14_52040,GID1887,27,1062,PA0945,purM,phosphoribosylaminoimidazole synthetase,"PA14_52040(27/1062), PA14_52030*(1264/1440)","GID1887, GID5578",PA0945,,PAMr_nr_mas_12_2G2
PAMr_nr_mas_12_2,G3,PA14_MrT7_500wor,B7,47923,4320266,1061,Y,PA14_48590,GID3100,80,747,PA1216,,conserved hypothetical protein,"PA14_48590(80/747), PA14_48580*(2078/2187)","GID3100, GID5635",PA1216,,PAMr_nr_mas_12_2G3
PAMr_nr_mas_12_2,G4,PA14_MrT7_500wor,B10,47926,4911647,444,Y,PA14_55320,GID541,336,1707,PA0696,,conserved hypothetical protein,"PA14_55320(336/1707), PA14_55310*(1408/1965)","GID541, GID5498",PA0696,,PAMr_nr_mas_12_2G4
PAMr_nr_mas_12_2,G5,PA14_MrT7_500wor,D8,47948,4171903,188,Y,PA14_46840,GID3381,49,708,PA1348,,conserved hypothetical protein,PA14_46840(49/708),GID3381,PA1348,,PAMr_nr_mas_12_2G5
PAMr_nr_mas_12_2,G6,PA14_MrT7_500wor,D10,47950,2654233,204,Y,PA14_30630,GID1645,220,1149,PA2587,pqsH,,PA14_30630(220/1149),GID1645,PA2587,,PAMr_nr_mas_12_2G6
PAMr_nr_mas_12_2,G7,PA14_MrT7_500wor,D12,47952,5005301,569,Y,PA14_56050,GID2202,403,1002,PA4313,,putative membrane protein,PA14_56050(403/1002),GID2202,PA4313,,PAMr_nr_mas_12_2G7
PAMr_nr_mas_12_2,G8,PA14_MrT7_500wor,E9,47961,4705470,837,Y,PA14_53070,GID1819,302,1074,PA0865,hpd,4-hydroxyphenylpyruvate dioxygenase,"PA14_53070(302/1074), PA14_53060*(878/1377)","GID1819, GID5559",PA0865,,PAMr_nr_mas_12_2G8
PAMr_nr_mas_12_2,G9,PA14_MrT7_500wor,H10,47998,2256516,371,Y,PA14_25840,GID557,55,1656,PA2953,,putative electron transfer flavoprotein-ubiquinone oxidoreductase,"PA14_25840(55/1656), PA14_25850*(1512/1614)","GID557, GID6220",PA2953,,PAMr_nr_mas_12_2G9
PAMr_nr_mas_12_2,G10,PA14_MrT7_501wor,B5,48017,4307116,182,Y,PA14_48450,GID5639,782,1119,,PAD,,PA14_48450(782/1119),GID5639,,,PAMr_nr_mas_12_2G10
PAMr_nr_mas_12_2,G11,PA14_MrT7_501wor,B11,48023,6427249,170,Y,PA14_72110,GID366,1615,1959,PA5464,,conserved hypothetical protein,"PA14_72110(1615/1959), PA14_72100*(12/1935)","GID366, GID6961",PA5464,,PAMr_nr_mas_12_2G11
PAMr_nr_mas_12_2,G12,PA14_MrT7_501wor,B12,48024,6216774,264,Y,PA14_69690,GID2744,830,831,PA5278,dapF,diaminopimelate epimerase,"PA14_69690(830/831), PA14_69680*(515/1485)","GID2744, GID6906",PA5278,,PAMr_nr_mas_12_2G12
PAMr_nr_mas_12_2,H1,PA14_MrT7_501wor,C11,48035,2438303,414,Y,PA14_28170,GID2359,34,957,PA2777,,"putative transporter, formate/nitrite transporter family","PA14_28170(34/957), PA14_28160*(900/1620)","GID2359, GID6164",PA2777,,PAMr_nr_mas_12_2H1
PAMr_nr_mas_12_2,H2,PA14_MrT7_501wor,E12,48060,4696214,418,Y,,,,,,,,PA14_52970*(6/1788),GID5560,,,PAMr_nr_mas_12_2H2
PAMr_nr_mas_12_2,H3,PA14_MrT7_501wor,F6,48066,2079546,1051,Y,PA14_23920,GID751,1171,1506,PA3108,purF, amidophosphoribosyltransferase,"PA14_23920(1171/1506), PA14_23910*(354/2037)","GID751, GID6259",PA3108,,PAMr_nr_mas_12_2H3
PAMr_nr_mas_12_2,H4,PA14_MrT7_501wor,G6,48078,685540,686,Y,PA14_07950,GID5100,242,315,PA0610,prtN,transcriptional regulator PrtN,PA14_07950(242/315),GID5100,PA0610,,PAMr_nr_mas_12_2H4
PAMr_nr_mas_12_2,H5,PA14_MrT7_502wor,D1,48133,2433964,416,Y,PA14_28100,GID474,560,1809,PA2783,,conserved hypothetical protein,PA14_28100(560/1809),GID474,PA2783,,PAMr_nr_mas_12_2H5
PAMr_nr_mas_12_2,H6,PA14_MrT7_502wor,D5,48137,4560491,184,Y,PA14_51320,GID970,1004,1434,PA1005,,Putative Zn-dependent protease,PA14_51320(1004/1434),GID970,PA1005,,PAMr_nr_mas_12_2H6
PAMr_nr_mas_12_2,H7,PA14_MrT7_502wor,E2,48146,4237762,65.9,Y,PA14_47580,GID4638,105,450,PA1285,,"putative transcriptional regulator, MarR family",PA14_47580(105/450),GID4638,PA1285,,PAMr_nr_mas_12_2H7
PAMr_nr_mas_12_2,H8,PA14_MrT7_502wor,F5,48161,1016552,367,Y,PA14_11730,GID6554,1082,1584,,,possible protein kinase,PA14_11730(1082/1584),GID6554,,,PAMr_nr_mas_12_2H8
PAMr_nr_mas_12_2,H9,PA14_MrT7_502wor,F8,48164,5027829,1072,Y,PA14_56340,GID1436,250,1257,PA4334,mntH1,NRAMP protein MntH1,"PA14_56340(250/1257), PA14_56330*(314/1425), PA14_56350*(852/1317)","GID1436, GID6636, GID6637",PA4334,,PAMr_nr_mas_12_2H9
PAMr_nr_mas_12_2,H10,PA14_MrT7_502wor,F11,48167,4079190,123,Y,PA14_45890,GID70,1073,3111,PA1436,,putative RND efflux transporter,"PA14_45890(1073/3111), PA14_45900*(1985/3252)","GID70, GID5696",PA1436,,PAMr_nr_mas_12_2H10
PAMr_nr_mas_12_2,H11,PA14_MrT7_502wor,F12,48168,2834754,293,Y,PA14_32640,GID2294,713,912,PA2474,,hypothetical protein,"PA14_32640(713/912), PA14_32620*(24/1566)","GID2294, GID6024",PA2474,,PAMr_nr_mas_12_2H11
PAMr_nr_mas_12_2,H12,PA14_MrT7_502wor,G4,48172,2161179,99.6,Y,PA14_24720,GID279,369,2226,PA3044,,putative two-component sensor,PA14_24720(369/2226),GID279,PA3044,,PAMr_nr_mas_12_2H12
PAMr_nr_mas_12_3,A1,PA14_MrT7_502wor,G11,48179,5424944,823,Y,PA14_60830,GID65,1735,3132,PA4598,mexD,multidrug efflux RND transporter MexD,"PA14_60830(1735/3132), PA14_60840*(219/3162)","GID65, GID6712",PA4598,,PAMr_nr_mas_12_3A1
PAMr_nr_mas_12_3,A2,PA14_MrT7_502wor,H7,48187,6444288,188,Y,PA14_72340,GID1281,141,1335,PA5479,gltP,proton-glutamate symporter,"PA14_72340(141/1335), PA14_72330*(1225/1350)","GID1281, GID6968",PA5479,,PAMr_nr_mas_12_3A2
PAMr_nr_mas_12_3,A3,PA14_MrT7_502wor,H9,48189,172143,636,Y,PA14_01870,GID190,2247,2388,PA0151,,putative TonB-dependent receptor,"PA14_01870(2247/2388), PA14_01880*(283/2100)","GID190, GID7032",PA0151,,PAMr_nr_mas_12_3A3
PAMr_nr_mas_12_3,A4,PA14_MrT7_503wor,B1,48205,5698424,204,Y,PA14_63960,GID278,2060,2127,PA4837,,putative uter membrane protein precursor,"PA14_63960(2060/2127), PA14_63950*(113/2208)","GID278, GID6775",PA4837,,PAMr_nr_mas_12_3A4
PAMr_nr_mas_12_3,A5,PA14_MrT7_503wor,B5,48209,348373,718,Y,PA14_03860,GID978,208,1377,PA0296,,putative glutamine synthetase,PA14_03860(208/1377),GID978,PA0296,,PAMr_nr_mas_12_3A5
PAMr_nr_mas_12_3,A6,PA14_MrT7_503wor,D6,48234,6300005,460,Y,PA14_70750,GID3473,308,690,PA5360,phoB,two-component response regulator PhoB,PA14_70750(308/690),GID3473,PA5360,,PAMr_nr_mas_12_3A6
PAMr_nr_mas_12_3,A7,PA14_MrT7_503wor,D9,48237,370531,458,Y,PA14_04110,GID1464,95,1230,PA0316,serA,D-3-phosphoglycerate dehydrogenase,"PA14_04110(95/1230), PA14_04120*(941/1161)","GID1464, GID7097",PA0316,,PAMr_nr_mas_12_3A7
PAMr_nr_mas_12_3,A8,PA14_MrT7_503wor,E1,48241,4483957,759,Y,PA14_50450,GID987,89,1389,PA1080,flgE,flagellar hook protein FlgE,PA14_50450(89/1389),GID987,PA1080,,PAMr_nr_mas_12_3A8
PAMr_nr_mas_12_3,A9,PA14_MrT7_503wor,E4,48244,4599151,759,Y,PA14_51780,GID1940,96,1059,PA0967,ruvB,Holliday junction DNA helicase RuvB,PA14_51780(96/1059),GID1940,PA0967,,PAMr_nr_mas_12_3A9
PAMr_nr_mas_12_3,A10,PA14_MrT7_503wor,E12,48252,544422,722,Y,PA14_06160,GID186,815,2394,PA0470,,putative hydroxamate-type ferrisiderophore receptor,PA14_06160(815/2394),GID186,PA0470,"Unknown source. This mutant was picked from well PA14_MrT7_503:E12, but resequencing of the transposon junction of a purified colony showed that it was identical to mutant 34743",PAMr_nr_mas_12_3A10
PAMr_nr_mas_12_3,A11,PA14_MrT7_503wor,F4,48256,3401776,115,Y,PA14_38130,GID1080,203,1371,PA2041,,putative lysine-specific permease,"PA14_38130(203/1371), PA14_38120*(246/1464)","GID1080, GID5871",PA2041,,PAMr_nr_mas_12_3A11
PAMr_nr_mas_12_3,A12,PA14_MrT7_503wor,F10,48262,1194153,434,Y,PA14_13890,GID1975,49,1011,PA3868,,putative integrase protein,PA14_13890(49/1011),GID1975,PA3868,,PAMr_nr_mas_12_3A12
PAMr_nr_mas_12_3,B1,PA14_MrT7_503wor,G9,48273,6489421,274,Y,PA14_72870,GID1035,969,1353,PA5523,,putative glutamate-1-semialdehyde aminotransferase,"PA14_72870(969/1353), PA14_72860*(451/1719)","GID1035, GID6977",PA5523,,PAMr_nr_mas_12_3B1
PAMr_nr_mas_12_3,B2,PA14_MrT7_503wor,G10,48274,2714885,333,Y,PA14_31220,GID6072,19,279,,,,PA14_31220(19/279),GID6072,,,PAMr_nr_mas_12_3B2
PAMr_nr_mas_12_3,B3,PA14_MrT7_503wor,H4,48280,1987472,192,Y,PA14_22910,GID466,824,1827,PA3194,edd,6-phosphogluconate dehydratase,"PA14_22910(824/1827), PA14_22900*(1091/1959)","GID466, GID6281",PA3194,,PAMr_nr_mas_12_3B3
PAMr_nr_mas_12_3,B4,PA14_MrT7_503wor,H6,48282,3561199,321,Y,PA14_39960,GID4155,10,489,PA1900,phzB2,probable phenazine biosynthesis protein,PA14_39960(10/489),GID4155,PA1900,,PAMr_nr_mas_12_3B4
PAMr_nr_mas_12_3,B5,PA14_MrT7_504wor,A12,48300,4478935,1298,Y,PA14_50380,GID1523,52,1203,PA1085,flgJ,flagellar protein FlgJ,"PA14_50380(52/1203), PA14_50390*(951/1152), PA14_50400*(1242/1404)","GID1523, GID5597, GID5596",PA1085,,PAMr_nr_mas_12_3B5
PAMr_nr_mas_12_3,B6,PA14_MrT7_504wor,B9,48309,6060286,741,Y,PA14_67860,GID3250,324,747,PA5139,,putative ABC-type amino acid transporter,PA14_67860(324/747),GID3250,PA5139,,PAMr_nr_mas_12_3B6
PAMr_nr_mas_12_3,B7,PA14_MrT7_504wor,B12,48312,3435272,876,Y,PA14_38500,GID3101,37,804,PA2010,,"putative transcriptional regulator, IclR family",PA14_38500(37/804),GID3101,PA2010,,PAMr_nr_mas_12_3B7
PAMr_nr_mas_12_3,B8,PA14_MrT7_504wor,C9,48321,6079449,204,Y,PA14_68130,GID1614,107,1185,PA5159,pmrA,multidrug resistance protein,PA14_68130(107/1185),GID1614,PA5159,,PAMr_nr_mas_12_3B8
PAMr_nr_mas_12_3,B9,PA14_MrT7_504wor,C10,48322,3345631,739,Y,PA14_37590,GID3530,226,642,PA2081,,putative hydrolase,PA14_37590(226/642),GID3530,PA2081,,PAMr_nr_mas_12_3B9
PAMr_nr_mas_12_3,B10,PA14_MrT7_504wor,D11,48335,6430122,367,Y,PA14_72170,GID1312,352,1305,PA5468,,putative citrate transporter,"PA14_72170(352/1305), PA14_72160*(861/1305)","GID1312, GID3197",PA5468,,PAMr_nr_mas_12_3B10
PAMr_nr_mas_12_3,B11,PA14_MrT7_504wor,E7,48343,1944200,724,Y,PA14_22320,GID5355,58,222,PA3237,,putative membrane protein,PA14_22320(58/222),GID5355,PA3237,,PAMr_nr_mas_12_3B11
PAMr_nr_mas_12_3,B12,PA14_MrT7_504wor,E8,48344,309823,618,Y,PA14_03380,GID7076,75,1980,,,Hypothetical protein,PA14_03380(75/1980),GID7076,,,PAMr_nr_mas_12_3B12
PAMr_nr_mas_12_3,C1,PA14_MrT7_504wor,E12,48348,2116580,184,Y,PA14_24340,GID1252,205,1296,PA3078,,putative sensor histidine kinase,PA14_24340(205/1296),GID1252,PA3078,,PAMr_nr_mas_12_3C1
PAMr_nr_mas_12_3,C2,PA14_MrT7_504wor,F9,48357,5125717,303,Y,PA14_57530,GID3738,29,618,PA4428,sspA,stringent starvation protein A,PA14_57530(29/618),GID3738,PA4428,,PAMr_nr_mas_12_3C2
PAMr_nr_mas_12_3,C3,PA14_MrT7_504wor,G8,48368,1740698,184,Y,PA14_20200,GID361,1567,1911,PA3392,nosZ,nitrous-oxide reductase precursor,"PA14_20200(1567/1911), PA14_20210*(270/2109)","GID361, GID6332",PA3392,,PAMr_nr_mas_12_3C3
PAMr_nr_mas_12_3,C4,PA14_MrT7_504wor,G11,48371,2085687,597,Y,PA14_23990,GID812,820,1509,PA3103,xcpR, general secretion pathway protein E,"PA14_23990(820/1509), PA14_24000*(897/1701)","GID812, GID6256",PA3103,,PAMr_nr_mas_12_3C4
PAMr_nr_mas_12_3,C5,PA14_MrT7_504wor,H5,48377,4207813,773,Y,PA14_47230,GID793,909,1542,PA1316,,putative MFS transporter,"PA14_47230(909/1542), PA14_47220*(646/1569)","GID793, GID5671",PA1316,,PAMr_nr_mas_12_3C5
PAMr_nr_mas_12_3,C6,PA14_MrT7_504wor,H8,48380,5652961,854,Y,PA14_63350,GID4318,83,483,PA4794,,"putative acetyltransferase, GNAT family",PA14_63350(83/483),GID4318,PA4794,,PAMr_nr_mas_12_3C6
PAMr_nr_mas_12_3,C7,PA14_MrT7_505wor,A1,48385,1050409,416,Y,PA14_12150,GID2381,11,891,PA3994,,probable epoxide hydrolase,PA14_12150(11/891),GID2381,PA3994,,PAMr_nr_mas_12_3C7
PAMr_nr_mas_12_3,C8,PA14_MrT7_505wor,B2,48398,2222150,581,Y,PA14_25420,GID3165,202,765,PA2989,,conserved hypothetical protein,PA14_25420(202/765),GID3165,PA2989,,PAMr_nr_mas_12_3C8
PAMr_nr_mas_12_3,C9,PA14_MrT7_505wor,B4,48400,3718269,268,Y,PA14_41670,GID193,2368,2376,PA1770,ppsA,phosphoenolpyruvate synthase,"PA14_41670(2368/2376), PA14_41660*(45/2547)","GID193, GID5783",PA1770,,PAMr_nr_mas_12_3C9
PAMr_nr_mas_12_3,C10,PA14_MrT7_505wor,C5,48413,133515,446,Y,PA14_01390,GID3682,342,636,PA0114,,putative Sco1/SenC family protein,PA14_01390(342/636),GID3682,PA0114,,PAMr_nr_mas_12_3C10
PAMr_nr_mas_12_3,C11,PA14_MrT7_505wor,C9,48417,3088286,569,Y,PA14_34770,GID2027,986,1023,PA2309,,"putative ABC transporter, periplasmic binding protein","PA14_34770(986/1023), PA14_34760*(74/1323)","GID2027, GID5967",PA2309,,PAMr_nr_mas_12_3C11
PAMr_nr_mas_12_3,C12,PA14_MrT7_505wor,C10,48418,4798347,293,Y,PA14_54090,GID1558,596,1164,PA0787,,possible ATPase,PA14_54090(596/1164),GID1558,PA0787,,PAMr_nr_mas_12_3C12
PAMr_nr_mas_12_3,D1,PA14_MrT7_505wor,D9,48429,222085,305,Y,PA14_02460,GID5245,55,309,,,"putative NAD(P) transhydrogenase, subunit alpha part 2",PA14_02460(55/309),GID5245,,,PAMr_nr_mas_12_3D1
PAMr_nr_mas_12_3,D2,PA14_MrT7_505wor,D11,48431,4442564,234,Y,PA14_49970,GID579,1599,1767,PA1113,,probable ATP-binding/permease fusion ABC transport,"PA14_49970(1599/1767), PA14_49980*(22/1734)","GID579, GID5610",PA1113,,PAMr_nr_mas_12_3D2
PAMr_nr_mas_12_3,D3,PA14_MrT7_505wor,D12,48432,36916,1076,Y,PA14_00430,GID3890,7,624,PA0034,,putative two-component response regulator,PA14_00430(7/624),GID3890,PA0034,,PAMr_nr_mas_12_3D3
PAMr_nr_mas_12_3,D4,PA14_MrT7_505wor,E5,48437,559990,313,Y,PA14_06320,GID2468,28,897,PA0485,,putative permease,PA14_06320(28/897),GID2468,PA0485,,PAMr_nr_mas_12_3D4
PAMr_nr_mas_12_3,D5,PA14_MrT7_505wor,E9,48441,4425057,565,Y,PA14_49740,GID3404,234,690,PA1132,,hypothetical protein,PA14_49740(234/690),GID3404,PA1132,,PAMr_nr_mas_12_3D5
PAMr_nr_mas_12_3,D6,PA14_MrT7_505wor,E11,48443,4548847,793,Y,PA14_51170,GID306,155,2148,PA1017,pauA,pimeloyl-CoA synthetase,PA14_51170(155/2148),GID306,PA1017,,PAMr_nr_mas_12_3D6
PAMr_nr_mas_12_3,D7,PA14_MrT7_505wor,F4,48448,100260,561,Y,PA14_01020,GID740,830,1497,PA0084,,conserved hypothetical protein,"PA14_01020(830/1497), PA14_01000*(599/1992)","GID740, GID7011",PA0084,,PAMr_nr_mas_12_3D7
PAMr_nr_mas_12_3,D8,PA14_MrT7_505wor,F6,48450,5802820,1043,Y,PA14_65090,GID353,451,2022,PA4929,,conserved hypothetical protein,PA14_65090(451/2022),GID353,PA4929,,PAMr_nr_mas_12_3D8
PAMr_nr_mas_12_3,D9,PA14_MrT7_505wor,F8,48452,5089432,648,Y,,,,,,,,PA14_57120*(795/1983),GID6652,,,PAMr_nr_mas_12_3D9
PAMr_nr_mas_12_3,D10,PA14_MrT7_505wor,F12,48456,1120333,505,Y,PA14_13040,GID1960,965,1008,PA3929,cioB,"CioB, cyanide insensitive terminal oxidase","PA14_13040(965/1008), PA14_13020*(41/2709)","GID1960, GID6520",PA3929,,PAMr_nr_mas_12_3D10
PAMr_nr_mas_12_3,D11,PA14_MrT7_505wor,G1,48457,5391039,272,Y,PA14_60490,GID294,37,2028,PA4571,,putative cytochrome c precursor,PA14_60490(37/2028),GID294,PA4571,,PAMr_nr_mas_12_3D11
PAMr_nr_mas_12_3,D12,PA14_MrT7_505wor,G4,48460,5831046,801,Y,PA14_65450,GID2879,217,852,PA4954,motA,chemotaxis protein MotA,"PA14_65450(217/852), PA14_65440*(678/891)","GID2879, GID6806",PA4954,,PAMr_nr_mas_12_3D12
PAMr_nr_mas_12_3,E1,PA14_MrT7_505wor,G10,48466,807196,244,Y,PA14_09410,GID3559,308,648,PA1905,phzG1,probable pyrodoxamine 5'-phosphate oxidase,PA14_09410(308/648),GID3559,PA1905,,PAMr_nr_mas_12_3E1
PAMr_nr_mas_12_3,E2,PA14_MrT7_505wor,H9,48477,5611484,1009,Y,PA14_62900,GID4477,313,477,PA4755,greA,transcription elongation factor GreA,PA14_62900(313/477),GID4477,PA4755,,PAMr_nr_mas_12_3E2
PAMr_nr_mas_12_3,E3,PA14_MrT7_506wor,B1,48493,3900541,234,Y,PA14_43810,GID1109,274,1302,PA1600,,putative cytochrome c,"PA14_43810(274/1302), PA14_43800*(1137/1506)","GID1109, GID5742",PA1600,,PAMr_nr_mas_12_3E3
PAMr_nr_mas_12_3,E4,PA14_MrT7_506wor,B6,48498,4993504,991,Y,PA14_55930,GID2714,496,912,PA4305,,putative pilus assembly protein,PA14_55930(496/912),GID2714,PA4305,,PAMr_nr_mas_12_3E4
PAMr_nr_mas_12_3,E5,PA14_MrT7_506wor,B9,48501,5669250,862,Y,PA14_63580,GID2123,10,930,PA4811,fdnH,"nitrate-inducible formate dehydrogenase, beta subunit",PA14_63580(10/930),GID2123,PA4811,,PAMr_nr_mas_12_3E5
PAMr_nr_mas_12_3,E6,PA14_MrT7_506wor,C5,48509,4014046,392,Y,PA14_45010,GID2951,38,783,PA1501,,putative hydroxypyruvate isomerase,PA14_45010(38/783),GID2951,PA1501,,PAMr_nr_mas_12_3E6
PAMr_nr_mas_12_3,E7,PA14_MrT7_506wor,F2,48542,4251136,686,Y,PA14_47800,GID425,1657,1851,PA1271,,putative tonB-dependent receptor,"PA14_47800(1657/1851), PA14_47780*(903/2763)","GID425, GID5659",PA1271,,PAMr_nr_mas_12_3E7
PAMr_nr_mas_12_3,E8,PA14_MrT7_506wor,F4,48544,2877052,434,Y,PA14_32860,GID4124,18,537,PA2455,,hypothetical protein,"PA14_32860(18/537), PA14_32870*(493/630)","GID4124, GID6016",PA2455,,PAMr_nr_mas_12_3E8
PAMr_nr_mas_12_3,E9,PA14_MrT7_506wor,G2,48554,3610303,97.6,Y,PA14_40390,GID3300,303,756,PA1863,modA,molybdate-binding periplasmic protein precursor modA,"PA14_40390(303/756), PA14_40400*(1066/1347)","GID3300, GID5816",PA1863,,PAMr_nr_mas_12_3E9
PAMr_nr_mas_12_3,E10,PA14_MrT7_506wor,G6,48558,4482424,577,Y,PA14_50440,GID3270,17,750,PA1081,flgF,flagellar basal-body rod protein FlgF,PA14_50440(17/750),GID3270,PA1081,,PAMr_nr_mas_12_3E10
PAMr_nr_mas_12_3,E11,PA14_MrT7_506wor,G10,48562,533876,444,Y,PA14_06010,GID4041,128,579,PA0460,,conserved hypothetical protein,PA14_06010(128/579),GID4041,PA0460,,PAMr_nr_mas_12_3E11
PAMr_nr_mas_12_3,E12,PA14_MrT7_506wor,H2,48566,2543034,218,Y,PA14_29360,GID1081,76,1341,PA2687,pfeS,two-component sensor PfeS,PA14_29360(76/1341),GID1081,PA2687,,PAMr_nr_mas_12_3E12
PAMr_nr_mas_12_3,F1,PA14_MrT7_506wor,H7,48571,6330704,640,Y,PA14_71060,GID1033,910,1377,PA5379,sdaB,L-serine dehydratase,"PA14_71060(910/1377), PA14_71050*(540/1656)","GID1033, GID6940",PA5379,,PAMr_nr_mas_12_3F1
PAMr_nr_mas_12_3,F2,PA14_MrT7_506wor,H9,48573,5649785,1364,Y,PA14_63300,GID5118,261,306,PA4789,,conserved hypothetical protein,PA14_63300(261/306),GID5118,PA4789,,PAMr_nr_mas_12_3F2
PAMr_nr_mas_12_3,F3,PA14_MrT7_506wor,H12,48576,1163033,706,Y,PA14_13520,GID854,362,1491,PA3894,,putative outer membrane protein,PA14_13520(362/1491),GID854,PA3894,,PAMr_nr_mas_12_3F3
PAMr_nr_mas_12_3,F4,PA14_MrT7_507wor,A10,48586,3781368,163,Y,PA14_42460,GID4300,255,507,PA1707,pcrH,regulatory protein PcrH,PA14_42460(255/507),GID4300,PA1707,,PAMr_nr_mas_12_3F4
PAMr_nr_mas_12_3,F5,PA14_MrT7_507wor,B3,48591,6350788,131,Y,PA14_71260,GID291,1992,2061,PA5398,,"putative oxidoreductase, FMN-binding","PA14_71260(1992/2061), PA14_71270*(217/2025)","GID291, GID6942",PA5398,,PAMr_nr_mas_12_3F5
