Gene	Essentiality	Control	Condition	Replicates	loci	description	old_loci
potC	always non-essential	0	0	4	NA	NA	NA
potD	always non-essential	0	0	4	NA	NA	NA
ppaC	always essential	4	4	4	NA	NA	NA
prfA	always essential	4	4	4	SAUSA300_RS11410	peptide chain release factor 1	SAUSA300_2072
prfB	always essential	4	4	4	SAUSA300_RS03975	peptide chain release factor 2	SAUSA300_0738
prfC	always non-essential	0	0	4	NA	NA	NA
priA	always essential	4	4	4	SAUSA300_RS05985	primosomal protein N'	SAUSA300_1105
prmA	always non-essential	0	0	4	SAUSA300_RS08385	50S ribosomal protein L11 methyltransferase	SAUSA300_1538
proC	always non-essential	0	0	4	SAUSA300_RS07930	pyrroline-5-carboxylate reductase	SAUSA300_1452
proS	always essential	4	4	4	NA	NA	NA
prs	always essential	4	4	4	NA	NA	NA
prsA	always non-essential	0	0	4	NA	NA	NA
pstA	always non-essential	0	0	4	SAUSA300_RS06955	phosphate ABC transporter permease PstA	SAUSA300_1281
pstB	always non-essential	0	0	4	NA	NA	NA
pstC	always non-essential	0	0	4	SAUSA300_RS06960	phosphate ABC transporter permease subunit PstC	SAUSA300_1282
pstS	always non-essential	0	0	4	NA	NA	NA
pta	always essential	4	4	4	SAUSA300_RS03050	phosphate acetyltransferase	SAUSA300_0570
pth	always essential	4	4	4	NA	NA	NA
ptsG	always non-essential	0	0	4	NA	NA	NA
ptsH	always non-essential	0	0	4	NA	NA	NA
ptsI	always non-essential	0	0	4	NA	NA	NA
purA	probably essential in control	4	1	4	NA	NA	NA
purB	inconsistent replicates	2	0	4	SAUSA300_RS10335	adenylosuccinate lyase	SAUSA300_1889
purC	probably essential in control	3	0	4	NA	NA	NA
purD	probably essential in control	3	0	4	NA	NA	NA
purE	essential in control	4	0	4	SAUSA300_RS05195	5-(carboxyamino)imidazole ribonucleotide mutase	SAUSA300_0966
purF	always non-essential	0	0	4	NA	NA	NA
purH	inconsistent replicates	2	0	4	SAUSA300_RS05240	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	SAUSA300_0975
purK	probably essential in control	3	0	4	SAUSA300_RS05200	5-(carboxyamino)imidazole ribonucleotide synthase	SAUSA300_0967
purL	probably always non-essential	1	0	4	SAUSA300_RS05220	phosphoribosylformylglycinamidine synthase subunit PurL	SAUSA300_0971
purM	probably always non-essential	1	0	4	NA	NA	NA
purN	always non-essential	0	0	4	SAUSA300_RS05235	phosphoribosylglycinamide formyltransferase	SAUSA300_0974
purQ	always non-essential	0	0	4	SAUSA300_RS05215	phosphoribosylformylglycinamidine synthase I	SAUSA300_0970
purR	always non-essential	0	0	4	SAUSA300_RS02540	pur operon repressor	SAUSA300_0473
purS	always non-essential	0	0	4	SAUSA300_RS05210	phosphoribosylformylglycinamidine synthase subunit PurS	SAUSA300_0969
putA	always non-essential	0	0	4	NA	NA	NA
putP	always non-essential	0	0	4	SAUSA300_RS10305	sodium/proline symporter PutP	SAUSA300_1883
pyc	always essential	4	4	4	NA	NA	NA
pyk	probably always non-essential	1	0	4	SAUSA300_RS08975	pyruvate kinase	SAUSA300_1644
pyrB	always essential	4	4	4	NA	NA	NA
pyrC	always essential	4	4	4	NA	NA	NA
pyrD	probably essential in control	3	0	4	NA	NA	NA
pyrE	probably essential in control	4	1	4	NA	NA	NA
pyrF	probably essential in control	3	0	4	SAUSA300_RS05945	orotidine-5'-phosphate decarboxylase	SAUSA300_1097
pyrG	always essential	4	4	4	NA	NA	NA
pyrH	always essential	4	4	4	NA	NA	NA
pyrP	probably always non-essential	0	1	4	NA	NA	NA
pyrR	always non-essential	0	0	4	SAUSA300_RS05915	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	SAUSA300_1091
qoxA	inconsistent replicates	2	1	4	SAUSA300_RS05175	cytochrome aa3 quinol oxidase subunit II	SAUSA300_0963
qoxB	essential in control	4	0	4	SAUSA300_RS05170	cytochrome aa3 quinol oxidase subunit I	SAUSA300_0962
qoxC	probably always non-essential	1	0	4	SAUSA300_RS05165	cytochrome aa3 quinol oxidase subunit III	SAUSA300_0961
qoxD	probably always essential	3	3	4	SAUSA300_RS05160	cytochrome aa3 quinol oxidase subunit IV	SAUSA300_0960
queA	always non-essential	0	0	4	SAUSA300_RS08695	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	SAUSA300_1596
radA	always non-essential	0	0	4	SAUSA300_RS02740	DNA repair protein RadA	SAUSA300_0511
rarD	always non-essential	0	0	4	SAUSA300_RS14600	EamA family transporter RarD	SAUSA300_2628
rbfA	probably always essential	4	3	4	SAUSA300_RS06295	30S ribosome-binding factor RbfA	SAUSA300_1163
rbsD	always non-essential	0	0	4	SAUSA300_RS01410	D-ribose pyranase	SAUSA300_0263
rbsK	always non-essential	0	0	4	SAUSA300_RS01405	ribokinase	SAUSA300_0262
recA	always essential	4	4	4	SAUSA300_RS06370	recombinase RecA	SAUSA300_1178
recF	inconsistent replicates	4	2	4	SAUSA300_RS00025	DNA replication/repair protein RecF	SAUSA300_0004
recG	inconsistent replicates	3	2	4	SAUSA300_RS06060	ATP-dependent DNA helicase RecG	SAUSA300_1120
recJ	always non-essential	0	0	4	SAUSA300_RS08675	single-stranded-DNA-specific exonuclease RecJ	SAUSA300_1592
recN	always non-essential	0	0	4	SAUSA300_RS08015	DNA repair protein RecN	SAUSA300_1468
recO	always essential	4	4	4	SAUSA300_RS08325	DNA repair protein RecO	SAUSA300_1526
recQ	always non-essential	0	0	4	SAUSA300_RS03790	DNA helicase RecQ	SAUSA300_0705
recR	probably always essential	3	4	4	SAUSA300_RS02430	recombination mediator RecR	SAUSA300_0454
recU	always essential	4	4	4	SAUSA300_RS07310	Holliday junction resolvase RecU	SAUSA300_1340
rex	always non-essential	0	0	4	NA	NA	NA
rexA	always essential	4	4	4	NA	NA	NA
rexB	always essential	4	4	4	NA	NA	NA
rho	always non-essential	0	0	4	SAUSA300_RS11425	transcription termination factor Rho	SAUSA300_2075
ribBA	always non-essential	0	0	4	NA	NA	NA
ribD	always non-essential	0	0	4	SAUSA300_RS09370	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	SAUSA300_1715
ribE	always non-essential	0	0	4	NA	NA	NA
ribF	always essential	4	4	4	SAUSA300_RS06305	riboflavin biosynthesis protein RibF	SAUSA300_1165
ribH	always non-essential	0	0	4	NA	NA	NA
rimI	always non-essential	0	0	4	SAUSA300_RS11015	ribosomal protein S18-alanine N-acetyltransferase	SAUSA300_2003
rimM	always essential	4	4	4	SAUSA300_RS06125	ribosome maturation factor RimM	SAUSA300_1132
rluB	always non-essential	0	0	4	NA	NA	NA
rnc	always non-essential	0	0	4	NA	NA	NA
rnhB	always non-essential	0	0	4	NA	NA	NA
rnhC	always non-essential	0	0	4	NA	NA	NA
rnpA	always essential	4	4	4	SAUSA300_RS14695	ribonuclease P protein component	SAUSA300_2647
rnr	always non-essential	0	0	4	SAUSA300_RS04120	ribonuclease R	SAUSA300_0764
rocD	always non-essential	0	0	4	SAUSA300_RS00980	ornithine--oxo-acid transaminase	SAUSA300_0187
rocF	always non-essential	0	0	4	SAUSA300_RS11645	arginase	SAUSA300_2114
rot	always non-essential	0	0	4	NA	NA	NA
rpe	always essential	4	4	4	NA	NA	NA
rpiA	probably always essential	4	3	4	NA	NA	NA
rplA	inconsistent replicates	3	2	4	SAUSA300_RS02800	50S ribosomal protein L1	SAUSA300_0523
rplB	always essential	4	4	4	SAUSA300_RS12135	50S ribosomal protein L2	SAUSA300_2201
rplC	always essential	4	4	4	SAUSA300_RS12150	50S ribosomal protein L3	SAUSA300_2204
rplD	always essential	4	4	4	SAUSA300_RS12145	50S ribosomal protein L4	SAUSA300_2203
rplE	always essential	4	4	4	SAUSA300_RS12090	50S ribosomal protein L5	SAUSA300_2192
rplF	always essential	4	4	4	SAUSA300_RS12075	50S ribosomal protein L6	SAUSA300_2189
rplI	always non-essential	0	0	4	SAUSA300_RS00080	50S ribosomal protein L9	SAUSA300_0015
rplJ	probably always essential	4	3	4	NA	NA	NA
rplK	always essential	4	4	4	SAUSA300_RS02795	50S ribosomal protein L11	SAUSA300_0522
rplL	always essential	4	4	4	SAUSA300_RS02810	50S ribosomal protein L7/L12	SAUSA300_0525
rplM	always essential	4	4	4	SAUSA300_RS11990	50S ribosomal protein L13	SAUSA300_2172
rplN	always essential	4	4	4	SAUSA300_RS12100	50S ribosomal protein L14	SAUSA300_2194
rplO	always essential	4	4	4	SAUSA300_RS12055	50S ribosomal protein L15	SAUSA300_2185
rplP	always essential	4	4	4	SAUSA300_RS12115	50S ribosomal protein L16	SAUSA300_2197
rplQ	inconsistent replicates	4	2	4	SAUSA300_RS12015	50S ribosomal protein L17	SAUSA300_2177
rplR	always essential	4	4	4	SAUSA300_RS12070	50S ribosomal protein L18	SAUSA300_2188
rplS	inconsistent replicates	4	2	4	SAUSA300_RS06135	50S ribosomal protein L19	SAUSA300_1134
rplT	always non-essential	0	0	4	SAUSA300_RS08865	50S ribosomal protein L20	SAUSA300_1625
rplU	always essential	4	4	4	SAUSA300_RS08730	50S ribosomal protein L21	SAUSA300_1603
rplV	always essential	4	4	4	SAUSA300_RS12125	50S ribosomal protein L22	SAUSA300_2199
rplW	probably essential in control	4	1	4	SAUSA300_RS12140	50S ribosomal protein L23	SAUSA300_2202
rplX	always essential	4	4	4	SAUSA300_RS12095	50S ribosomal protein L24	SAUSA300_2193
rpmA	probably always essential	3	4	4	SAUSA300_RS08720	50S ribosomal protein L27	SAUSA300_1601
rpmB	always non-essential	0	0	4	NA	NA	NA
rpmC	essential in control	4	0	4	SAUSA300_RS12110	50S ribosomal protein L29	SAUSA300_2196
rpmD	always essential	4	4	4	SAUSA300_RS12060	50S ribosomal protein L30	SAUSA300_2186
rpmE	probably always essential	4	3	4	NA	NA	NA
rpmF	always non-essential	0	0	4	SAUSA300_RS05530	50S ribosomal protein L32	SAUSA300_1027
rpmG	always non-essential	0	0	4	SAUSA300_RS06685	50S ribosomal protein L33	SAUSA300_1233
rpmG	always non-essential	0	0	4	SAUSA300_RS08250	50S ribosomal protein L33	SAUSA300_1511
rpmH	probably always essential	4	3	4	SAUSA300_RS14700	50S ribosomal protein L34	SAUSA300_2648
rpmI	probably always non-essential	0	1	4	SAUSA300_RS08870	50S ribosomal protein L35	SAUSA300_1626
rpmJ	always essential	4	4	4	SAUSA300_RS12035	50S ribosomal protein L36	SAUSA300_2181
rpmN	always non-essential	0	0	4	NA	NA	NA
rpoA	always essential	4	4	4	NA	NA	NA
rpoB	always essential	4	4	4	SAUSA300_RS02820	DNA-directed RNA polymerase subunit beta	SAUSA300_0527
rpoC	always essential	4	4	4	SAUSA300_RS02825	DNA-directed RNA polymerase subunit beta'	SAUSA300_0528
rpoD	always essential	4	4	4	SAUSA300_RS08300	RNA polymerase sigma factor RpoD	SAUSA300_1521
rpoE	always non-essential	0	0	4	NA	NA	NA
rpoF	always non-essential	0	0	4	NA	NA	NA
rpoZ	always non-essential	0	0	4	NA	NA	NA
rpsA	always non-essential	0	0	4	SAUSA300_RS07445	30S ribosomal protein S1	SAUSA300_1365
rpsB	probably always essential	4	3	4	SAUSA300_RS06220	30S ribosomal protein S2	SAUSA300_1149
rpsC	always essential	4	4	4	SAUSA300_RS12120	30S ribosomal protein S3	SAUSA300_2198
rpsD	always essential	4	4	4	SAUSA300_RS09090	30S ribosomal protein S4	SAUSA300_1666
rpsE	always essential	4	4	4	SAUSA300_RS12065	30S ribosomal protein S5	SAUSA300_2187
rpsF	essential in control	4	0	4	NA	NA	NA
rpsH	always essential	4	4	4	SAUSA300_RS12080	30S ribosomal protein S8	SAUSA300_2190
rpsI	always non-essential	0	0	4	SAUSA300_RS11985	30S ribosomal protein S9	SAUSA300_2171
rpsJ	always essential	4	4	4	SAUSA300_RS12155	30S ribosomal protein S10	SAUSA300_2205
rpsK	always essential	4	4	4	SAUSA300_RS12025	30S ribosomal protein S11	SAUSA300_2179
rpsL	always essential	4	4	4	SAUSA300_RS02835	30S ribosomal protein S12	SAUSA300_0530
rpsM	always essential	4	4	4	SAUSA300_RS12030	30S ribosomal protein S13	SAUSA300_2180
rpsN	always essential	4	4	4	SAUSA300_RS06690	30S ribosomal protein S14	SAUSA300_1234
rpsO	inconsistent replicates	4	2	4	SAUSA300_RS06310	30S ribosomal protein S15	SAUSA300_1166
rpsP	probably essential in control	4	1	4	SAUSA300_RS06120	30S ribosomal protein S16	SAUSA300_1131
rpsQ	always essential	4	4	4	SAUSA300_RS12105	30S ribosomal protein S17	SAUSA300_2195
rpsR	probably always non-essential	1	0	4	SAUSA300_RS01950	30S ribosomal protein S18	SAUSA300_0368
rpsS	always essential	4	4	4	SAUSA300_RS12130	30S ribosomal protein S19	SAUSA300_2200
rpsT	always non-essential	0	0	4	NA	NA	NA
rpsU	inconsistent replicates	4	2	4	NA	NA	NA
rrf	always essential	4	4	4	SAUSA300_RS02450	5S ribosomal RNA	SAUSA300_0457
rrf	always essential	4	4	4	SAUSA300_RS02665	5S ribosomal RNA	SAUSA300_0497
rrf	always essential	4	4	4	SAUSA300_RS02690	5S ribosomal RNA	SAUSA300_0502
rrf	always essential	4	4	4	SAUSA300_RS10035	5S ribosomal RNA	SAUSA300_1837
rrf	always essential	4	4	4	SAUSA300_RS11085	5S ribosomal RNA	SAUSA300_2015
rrf	always essential	4	4	4	SAUSA300_RS11685	5S ribosomal RNA	SAUSA300_2122
rrfA	always essential	4	4	4	NA	NA	NA
rrfB	always essential	4	4	4	NA	NA	NA
rrfC	probably always non-essential	1	1	4	NA	NA	NA
rrfD	inconsistent replicates	2	2	4	NA	NA	NA
rrfE	probably always non-essential	1	1	4	NA	NA	NA
rrfG	probably always non-essential	1	0	4	NA	NA	NA
rrlA	always essential	4	4	4	NA	NA	NA
rrlB	always essential	4	4	4	NA	NA	NA
rrlC	always essential	4	4	4	NA	NA	NA
rrlD	always essential	4	4	4	NA	NA	NA
rrlE	always essential	4	4	4	NA	NA	NA
rrsA	always essential	4	4	4	NA	NA	NA
rrsB	always essential	4	4	4	NA	NA	NA
rrsC	always essential	4	4	4	NA	NA	NA
rrsD	always essential	4	4	4	NA	NA	NA
rrsE	always essential	4	4	4	NA	NA	NA
rsbU	always non-essential	0	0	4	NA	NA	NA
rsbV	always non-essential	0	0	4	NA	NA	NA
rsbW	always non-essential	0	0	4	SAUSA300_RS11125	anti-sigma B factor RsbW	SAUSA300_2023
rsgA	always essential	4	4	4	SAUSA300_RS06030	ribosome small subunit-dependent GTPase A	SAUSA300_1114
rumA	always non-essential	0	0	4	NA	NA	NA
ruvA	always essential	4	4	4	SAUSA300_RS08705	Holliday junction branch migration protein RuvA	SAUSA300_1598
ruvB	always essential	4	4	4	SAUSA300_RS08700	Holliday junction branch migration DNA helicase RuvB	SAUSA300_1597
saeR	always non-essential	0	0	4	NA	NA	NA
saeS	always non-essential	0	0	4	SAUSA300_RS03705	two-component system sensor histidine kinase SaeS	SAUSA300_0690
sak	always non-essential	0	0	4	SAUSA300_RS10540	staphylokinase	SAUSA300_1922
sarA	probably always non-essential	0	1	4	SAUSA300_RS03250	global transcriptional regulator SarA	SAUSA300_0605
sarT	always non-essential	0	0	4	SAUSA300_RS13510	HTH-type transcriptional regulator SarT	SAUSA300_2437
sarU	always non-essential	0	0	4	SAUSA300_RS13515	HTH-type transcriptional regulator SarU	SAUSA300_2438
sarX	always non-essential	0	0	4	SAUSA300_RS03505	HTH-type transcriptional regulator SarX	SAUSA300_0654
sbcC	always non-essential	0	0	4	NA	NA	NA
sbcD	always non-essential	0	0	4	NA	NA	NA
sbi	always non-essential	0	0	4	SAUSA300_RS13060	immunoglobulin-binding protein Sbi	SAUSA300_2364
sbnC	always non-essential	0	0	4	SAUSA300_RS00620	staphyloferrin B biosynthesis protein SbnC	SAUSA300_0120
scdA	always non-essential	0	0	4	SAUSA300_RS01350	iron-sulfur cluster repair di-iron protein ScdA	SAUSA300_0253
scpA	always non-essential	0	0	4	SAUSA300_RS10340	cysteine protease staphopain A	SAUSA300_1890
scpB	always non-essential	0	0	4	SAUSA300_RS07885	SMC-Scp complex subunit ScpB	SAUSA300_1444
scrB	always non-essential	0	0	4	NA	NA	NA
scrR	always non-essential	0	0	4	NA	NA	NA
sdaAA	always non-essential	0	0	4	SAUSA300_RS13700	L-serine ammonia-lyase iron-sulfur-dependent  subunit alpha	SAUSA300_2469
sdaAB	always non-essential	0	0	4	SAUSA300_RS13705	L-serine ammonia-lyase iron-sulfur-dependent subunit beta	SAUSA300_2470
sdhA	always non-essential	0	0	4	SAUSA300_RS05640	succinate dehydrogenase flavoprotein subunit	SAUSA300_1047
sdhB	always non-essential	0	0	4	SAUSA300_RS05645	succinate dehydrogenase iron-sulfur subunit	SAUSA300_1048
sdhC	always non-essential	0	0	4	NA	NA	NA
sdrC	always non-essential	0	0	4	SAUSA300_RS02915	MSCRAMM family adhesin SdrC	SAUSA300_0546
sdrD	always non-essential	0	0	4	SAUSA300_RS02920	MSCRAMM family adhesin SdrD	SAUSA300_0547
sdrE	always non-essential	0	0	4	SAUSA300_RS02925	MSCRAMM family adhesin SdrE	SAUSA300_0548
sdrH	always non-essential	0	0	4	NA	NA	NA
secA	inconsistent replicates	4	2	4	SAUSA300_RS03965	preprotein translocase subunit SecA	SAUSA300_0737
secF	probably essential in control	4	1	4	NA	NA	NA
secG	always non-essential	0	0	4	SAUSA300_RS04110	preprotein translocase subunit SecG	SAUSA300_0762
sek	always non-essential	0	0	4	SAUSA300_RS04320	staphylococcal enterotoxin type K	SAUSA300_0800
seq	always non-essential	0	0	4	SAUSA300_RS04325	staphylococcal enterotoxin type Q	SAUSA300_0801
serA	always non-essential	0	0	4	NA	NA	NA
serS	always essential	4	4	4	SAUSA300_RS00050	serine--tRNA ligase	SAUSA300_0009
set7	always non-essential	0	0	4	NA	NA	NA
sgtA	always non-essential	0	0	4	NA	NA	NA
sgtB	always non-essential	0	0	4	SAUSA300_RS10135	monofunctional peptidoglycan glycosyltransferase SgtB	SAUSA300_1855
sirA	always non-essential	0	0	4	SAUSA300_RS00605	staphyloferrin B ABC transporter substrate-binding protein SirA	SAUSA300_0117
sirB	always non-essential	0	0	4	SAUSA300_RS00600	staphyloferrin B ABC transporter permease subunit SirB	SAUSA300_0116
sirC	always non-essential	0	0	4	SAUSA300_RS00595	staphyloferrin B ABC transporter permease subunit SirC	SAUSA300_0115
smc	always non-essential	0	0	4	SAUSA300_RS06100	chromosome segregation protein SMC	SAUSA300_1127
smpB	always essential	4	4	4	SAUSA300_RS04125	SsrA-binding protein SmpB	SAUSA300_0765
speG	always non-essential	0	0	4	NA	NA	NA
splA	always non-essential	0	0	4	SAUSA300_RS09620	serine protease SplA	SAUSA300_1758
splB	always non-essential	0	0	4	SAUSA300_RS09615	serine protease SplB	SAUSA300_1757
splC	always non-essential	0	0	4	SAUSA300_RS09610	serine protease SplC	SAUSA300_1756
splD	always non-essential	0	0	4	SAUSA300_RS09605	serine protease SplD	SAUSA300_1755
splE	always non-essential	0	0	4	SAUSA300_RS09600	serine protease SplE	SAUSA300_1754
splF	always non-essential	0	0	4	SAUSA300_RS09595	serine protease SplF	SAUSA300_1753
spsA	always non-essential	0	0	4	NA	NA	NA
spsB	inconsistent replicates	4	2	4	NA	NA	NA
spxA	always essential	4	4	4	SAUSA300_RS04840	transcriptional regulator SpxA	SAUSA300_0898
srrA	inconsistent replicates	1	4	4	SAUSA300_RS07875	two-component system response regulator SrrA	SAUSA300_1442
srrB	always non-essential	0	0	4	SAUSA300_RS07870	two-component system sensor histidine kinase SrrB	SAUSA300_1441
srtA	always non-essential	0	0	4	SAUSA300_RS13680	class A sortase SrtA	SAUSA300_2467
srtB	always non-essential	0	0	4	SAUSA300_RS05565	class B sortase	SAUSA300_1034
ssaA	always non-essential	0	0	4	NA	NA	NA
ssb	probably essential in control	3	1	4	SAUSA300_RS01945	single-stranded DNA-binding protein	SAUSA300_0367
ssb	probably essential in control	3	1	4	SAUSA300_RS10740	single-stranded DNA-binding protein	SAUSA300_1958
sspA	always non-essential	0	0	4	SAUSA300_RS05110	Glu-specific serine endopeptidase SspA	SAUSA300_0951
sspB	always non-essential	0	0	4	SAUSA300_RS05105	cysteine protease staphopain B	SAUSA300_0950
sspC	always non-essential	0	0	4	SAUSA300_RS05100	staphostatin B	SAUSA300_0949
ssrA	always non-essential	0	0	4	SAUSA300_RS15205	transfer-messenger RNA	SAUSA300_0766
sucA	always non-essential	0	0	4	NA	NA	NA
sucB	always non-essential	0	0	4	SAUSA300_RS07100	dihydrolipoyllysine-residue succinyltransferase	SAUSA300_1305
sucC	probably always essential	4	3	4	SAUSA300_RS06160	ADP-forming succinate--CoA ligase subunit beta	SAUSA300_1138
sucD	probably essential in control	3	1	4	SAUSA300_RS06165	succinate--CoA ligase subunit alpha	SAUSA300_1139
sufB	always essential	4	4	4	SAUSA300_RS04430	Fe-S cluster assembly protein SufB	SAUSA300_0822
sufC	always essential	4	4	4	SAUSA300_RS04410	Fe-S cluster assembly ATPase SufC	SAUSA300_0818
sufD	always essential	4	4	4	SAUSA300_RS04415	Fe-S cluster assembly protein SufD	SAUSA300_0819
sufS	always essential	4	4	4	NA	NA	NA
sun	always non-essential	0	0	4	NA	NA	NA
tag	always non-essential	0	0	4	NA	NA	NA
tagA	inconsistent replicates	4	2	4	NA	NA	NA
tagB	always essential	4	4	4	NA	NA	NA
tagG	always essential	4	4	4	SAUSA300_RS03350	teichoic acids export ABC transporter permease subunit TagG	SAUSA300_0625
tagH	always essential	4	4	4	SAUSA300_RS03345	teichoic acids export ABC transporter ATP-binding subunit TagH	SAUSA300_0624
tagX	always non-essential	0	0	4	NA	NA	NA
tatC	always non-essential	0	0	4	SAUSA300_RS01840	twin-arginine translocase subunit TatC	SAUSA300_0347
tcaA	always non-essential	0	0	4	NA	NA	NA
tcaB	always non-essential	0	0	4	NA	NA	NA
tcaR	always non-essential	0	0	4	NA	NA	NA
tdk	always non-essential	0	0	4	NA	NA	NA
tetR	always non-essential	0	0	4	NA	NA	NA
tgt	always non-essential	0	0	4	SAUSA300_RS08690	tRNA guanosine(34) transglycosylase Tgt	SAUSA300_1595
thiD	always non-essential	0	0	4	SAUSA300_RS03010	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	SAUSA300_0562
