"Gene"	"Essentiality"	"Control"	"Condition"	"Replicates"	"LESB_Locus"	"PAO1_Locus"	"PA14_Locus"	"LESB_Description"	"LESB_PGD_ID"	"PAO1_Locus_1"	"PAO1_Gene"	"PAO1_Description"	"PAO1_Accession"	"PAO1_PGD_ID"	"PA14_Locus_1"	"PA14_Gene"	"PA14_Description"	"PA14_Accession"	"PA14_PGD_ID"
"pelG"	"probably always non-essential"	0	1	4	"PALES_20021"	"PA3058"	"PA14_24560"	"PelG"	"PGD248099"	"PA3058"	"pelG"	"PelG"	"NP_251748.1 ; WP_003091283.1"	"PGD108914"	"PA14_24560"	"pelG"	"hypothetical protein"	"YP_790113.1 ; WP_003103470.1"	"PGD1654799"
"pepA"	"inconsistent replicates"	3	2	4	"PALES_11431"	"PA3831"	"PA14_14470"	"leucyl aminopeptidase"	"PGD246352"	"PA3831"	"pepA"	"leucine aminopeptidase"	"NP_252520.1 ; WP_003092867.1"	"PGD110482"	"PA14_14470"	"pepA"	"leucyl aminopeptidase"	"YP_789298.1 ; WP_003137844.1"	"PGD1653147"
"pepN"	"inconsistent replicates"	0	2	4	"PALES_19771"	"PA3083"	"PA14_24270"	"aminopeptidase N"	"PGD248049"	"PA3083"	"pepN"	"aminopeptidase N"	"NP_251773.1 ; WP_003113940.1"	"PGD108964"	"PA14_24270"	"pepN"	"aminopeptidase"	"YP_790090.1 ; WP_003138532.1"	"PGD1654753"
"pepP"	"inconsistent replicates"	0	2	4	"PALES_56181"	"PA5224"	"PA14_69000"	"aminopeptidase P"	"PGD255412"	"PA5224"	"pepP"	"aminopeptidase P"	"NP_253911.1 ; WP_003114045.1"	"PGD113322"	"PA14_69000"	"pepP"	"aminopeptidase"	"YP_793696.1 ; WP_003096308.1"	"PGD1662062"
"pfeA"	"probably always non-essential"	0	1	4	"PALES_24161"	"PA2688"	"PA14_29350"	"outer membrane receptor FepA"	"PGD248937"	"PA2688"	"pfeA"	"Ferric enterobactin receptor, outer membrane protein PfeA precursor"	"NP_251378.1 ; WP_003113404.1"	"PGD108162"	"PA14_29350"	"pfeA"	"outer membrane receptor FepA"	"YP_790507.1 ; WP_003138878.1"	"PGD1655601"
"pfeR"	"inconsistent replicates"	0	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"pfeS"	"probably always non-essential"	0	1	4	"PALES_24171"	"PA2687"	"PA14_29360"	"two-component sensor PfeS"	"PGD248939"	"PA2687"	"pfeS"	"two-component sensor PfeS"	"NP_251377.1 ; WP_003113403.1"	"PGD108160"	"PA14_29360"	"pfeS"	"two-component sensor PfeS"	"YP_790508.1 ; WP_003138880.1"	"PGD1655603"
"pfpI"	"probably always non-essential"	0	1	4	"PALES_03521"	"PA0355"	"PA14_04650"	"protease PfpI"	"PGD244746"	"PA0355"	"pfpI"	"protease PfpI"	"NP_249046.1 ; WP_003102879.1"	"PGD103447"	"PA14_04650"	"pfpI"	"protease PfpI"	"YP_788526.1 ; WP_004365019.1"	"PGD1651577"
"pgi"	"probably always non-essential"	0	1	4	"PALES_51171"	"PA4732"	"PA14_62620"	"glucose-6-phosphate isomerase"	"PGD254395"	"PA4732"	"pgi"	"glucose-6-phosphate isomerase"	"NP_253420.1 ; WP_003100194.1"	"PGD112324"	"PA14_62620"	"pgi"	"glucose-6-phosphate isomerase"	"YP_793196.1 ; WP_003100194.1"	"PGD1661046"
"pgk"	"inconsistent replicates"	2	4	4	"PALES_05501"	"PA0552"	"PA14_07190"	"phosphoglycerate kinase"	"PGD245144"	"PA0552"	"pgk"	"phosphoglycerate kinase"	"NP_249243.1 ; WP_003084960.1"	"PGD103841"	"PA14_07190"	"pgk"	"phosphoglycerate kinase"	"YP_788723.1 ; WP_003084960.1"	"PGD1651973"
"pgl"	"always essential"	4	4	4	"PALES_18861"	"PA3182"	"PA14_23080"	"6-phosphogluconolactonase"	"PGD247851"	"PA3182"	"pgl"	"6-phosphogluconolactonase"	"NP_251872.1 ; WP_003113441.1"	"PGD109177"	"PA14_23080"	"pgl"	"6-phosphogluconolactonase"	"YP_789998.1 ;"	"PGD1654557"
"pgm"	"inconsistent replicates"	0	2	4	"PALES_55211"	"PA5131"	"PA14_67770"	"phosphoglyceromutase"	"PGD255214"	"PA5131"	"pgm"	"phosphoglycerate mutase"	"NP_253818.1 ; WP_003114478.1"	"PGD113132"	"PA14_67770"	"pgm"	"phosphoglyceromutase"	"YP_793601.1 ; WP_004365494.1"	"PGD1661866"
"pgpA"	"inconsistent replicates"	1	3	4	"PALES_09261"	"PA4050"	"PA14_11470"	"phosphatidylglycerophosphatase A"	"PGD245919"	"PA4050"	"pgpA"	"phosphatidylglycerophosphatase A"	"NP_252739.1 ; WP_003113053.1"	"PGD110920"	"PA14_11470"	"pgpA"	"phosphatidylglycerophosphatase A"	"YP_789069.1 ; WP_003093304.1"	"PGD1652685"
"pgsA"	"probably always non-essential"	1	0	4	"PALES_26041"	"PA2584"	"PA14_30670"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"	"PGD249308"	"PA2584"	"pgsA"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"	"NP_251274.1 ; WP_003090349.1"	"PGD107952"	"PA14_30670"	"pgsA"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"	"YP_790610.1 ; WP_003090349.1"	"PGD1655810"
"phaC1"	"probably always non-essential"	0	1	4	"PALES_54461"	"PA5056"	"PA14_66820"	"poly(3-hydroxyalkanoic acid) synthase 1"	"PGD255064"	"PA5056"	"phaC1"	"poly(3-hydroxyalkanoic acid) synthase 1"	"NP_253743.1 ; WP_003095864.1"	"PGD112982"	"PA14_66820"	"phaC1"	"poly(3-hydroxyalkanoic acid) synthase 1"	"YP_793525.1 ;"	"PGD1661714"
"phaC2"	"always non-essential"	0	0	4	"PALES_54481"	"PA5058"	"PA14_66840"	"poly(3-hydroxyalkanoic acid) synthase 2"	"PGD255068"	"PA5058"	"phaC2"	"poly(3-hydroxyalkanoic acid) synthase 2"	"NP_253745.1 ; WP_003115652.1"	"PGD112986"	"PA14_66840"	"phaC2"	"poly(3-hydroxyalkanoic acid) synthase 2"	"YP_793527.1 ; WP_003116130.1"	"PGD1661718"
"phaD"	"inconsistent replicates"	0	2	4	"PALES_54471"	"PA5057"	"PA14_66830"	"poly(3-hydroxyalkanoic acid) depolymerase"	"PGD255066"	"PA5057"	"phaD"	"poly(3-hydroxyalkanoic acid) depolymerase"	"NP_253744.1 ; WP_003095866.1"	"PGD112984"	"PA14_66830"	"phaD"	"poly(3-hydroxyalkanoic acid) depolymerase"	"YP_793526.1 ; WP_003095866.1"	"PGD1661716"
"phaF"	"always essential"	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"phaJ1"	"inconsistent replicates"	1	3	4	"PALES_17641"	"PA3302"	"PA14_21310"	"(R)-specific enoyl-CoA hydratase"	"PGD247603"	"PA3302"	"PA3302"	"conserved hypothetical protein"	"NP_251992.1 ; WP_003091647.1"	"PGD109421"	"PA14_21310"	"phaJ1"	"hypothetical protein"	"YP_789851.1 ; WP_003091647.1"	"PGD1654259"
"phaJ3"	"probably always non-essential"	1	1	4	"PALES_51731"	"PA4788"	"PA14_63290"	"putative (R)-specific enoyl-CoA hydratase"	"PGD254512"	"PA4788"	"PA4788"	"hypothetical protein"	"NP_253476.1 ; WP_003095272.1"	"PGD112440"	"PA14_63290"	"phaJ3"	"hypothetical protein"	"YP_793252.1 ; WP_004365398.1"	"PGD1661162"
"pheA"	"probably always non-essential"	0	1	4	"PALES_19021"	"PA3166"	"PA14_23280"	"chorismate mutase"	"PGD247883"	"PA3166"	"pheA"	"chorismate mutase"	"NP_251856.1 ; WP_003091446.1"	"PGD109145"	"PA14_23280"	"pheA"	"chorismate mutase"	"YP_790014.1 ; WP_003091446.1"	"PGD1654589"
"pheC"	"inconsistent replicates"	0	2	4	"PALES_15371"	"PA3475"	"PA14_19140"	"cyclohexadienyl dehydratase precursor"	"PGD247143"	"PA3475"	"pheC"	"cyclohexadienyl dehydratase precursor"	"NP_252165.1 ; WP_003092003.1"	"PGD109769"	"PA14_19140"	"pheC"	"cyclohexadienyl dehydratase"	"YP_789672.1 ; WP_003138179.1"	"PGD1653899"
"pheS"	"probably always essential"	3	4	4	"PALES_23431"	"PA2740"	"PA14_28690"	"phenylalanyl-tRNA synthetase, alpha-subunit"	"PGD248791"	"PA2740"	"pheS"	"phenylalanyl-tRNA synthetase, alpha-subunit"	"NP_251430.1 ; WP_003114409.1"	"PGD108268"	"PA14_28690"	"pheS"	"phenylalanyl-tRNA synthetase subunit alpha"	"YP_790449.1 ; WP_003090666.1"	"PGD1655483"
"pheT"	"always essential"	4	4	4	"PALES_23441"	"PA2739"	"PA14_28710"	"phenylalanyl-tRNA synthetase subunit beta"	"PGD248793"	"PA2739"	"pheT"	"phenylalanyl-tRNA synthetase, beta subunit"	"NP_251429.1 ; WP_003114408.1"	"PGD108266"	"PA14_28710"	"pheT"	"phenylalanyl-tRNA synthetase subunit beta"	"YP_790450.1 ; WP_003138844.1"	"PGD1655485"
"phhA"	"always non-essential"	0	0	4	"PALES_44441"	"PA0872"	"PA14_52990"	"phenylalanine 4-monooxygenase"	"PGD253005"	"PA0872"	"phhA"	"phenylalanine-4-hydroxylase"	"NP_249563.1 ; WP_003114241.1"	"PGD104498"	"PA14_52990"	"phhA"	"phenylalanine 4-monooxygenase"	"YP_792404.1 ; WP_003140840.1"	"PGD1659424"
"phhB"	"probably always non-essential"	0	1	4	"PALES_44451"	"PA0871"	"PA14_53000"	"pterin-4-alpha-carbinolamine dehydratase"	"PGD253007"	"PA0871"	"phhB"	"pterin-4-alpha-carbinolamine dehydratase"	"NP_249562.1 ; WP_003085898.1"	"PGD104496"	"PA14_53000"	"phhB"	"pterin-4-alpha-carbinolamine dehydratase"	"YP_792405.1 ; WP_003085898.1"	"PGD1659426"
"phhC"	"inconsistent replicates"	1	4	4	"PALES_44461"	"PA0870"	"PA14_53010"	"aromatic amino acid aminotransferase"	"PGD253009"	"PA0870"	"phhC"	"aromatic amino acid aminotransferase"	"NP_249561.1 ; WP_003114240.1"	"PGD104494"	"PA14_53010"	"phhC"	"aromatic amino acid aminotransferase"	"YP_792406.1 ; WP_003117127.1"	"PGD1659428"
"phhR"	"probably always non-essential"	0	1	4	"PALES_44431"	"PA0873"	"PA14_52980"	"transcriptional regulator PhhR"	"PGD253003"	"PA0873"	"phhR"	"transcriptional regulator PhhR"	"NP_249564.1 ; WP_003114242.1"	"PGD104500"	"PA14_52980"	"phhR"	"transcriptional regulator PhhR"	"YP_792403.1 ; WP_003105980.1"	"PGD1659422"
"phnA"	"always non-essential"	0	0	4	"PALES_43241"	"PA1001"	"PA14_51360"	"anthranilate synthase component I"	"PGD252755"	"PA1001"	"phnA"	"anthranilate synthase component I"	"NP_249692.1 ; WP_010895533.1"	"PGD104766"	"PA14_51360"	"phnA"	"anthranilate synthase component I"	"YP_792270.1 ;"	"PGD1659146"
"phnB"	"probably always non-essential"	0	1	4	"PALES_43231"	"PA1002"	"PA14_51350"	"anthranilate synthase component II"	"PGD252753"	"PA1002"	"phnB"	"anthranilate synthase component II"	"NP_249693.1 ; WP_003112548.1"	"PGD104768"	"PA14_51350"	"phnB"	"anthranilate synthase component II"	"YP_792269.1 ; WP_003086250.1"	"PGD1659144"
"phnC"	"always essential"	4	4	4	"PALES_16761"	"PA3384"	"PA14_20300"	"ATP-binding component of ABC phosphonate transporter"	"PGD247421"	"PA3384"	"phnC"	"ATP-binding component of ABC phosphonate transporter"	"NP_252074.1 ; WP_003113118.1"	"PGD109587"	"PA14_20300"	"phnC"	"ABC phosphonate transporter ATP-binding protein"	"YP_789765.1 ; WP_003130253.1"	"PGD1654085"
"phnE"	"inconsistent replicates"	0	3	4	"PALES_16781"	"PA3382"	"PA14_20330"	"phosphonate transport protein PhnE"	"PGD247425"	"PA3382"	"phnE"	"phosphonate transport protein PhnE"	"NP_252072.1 ; WP_003091793.1"	"PGD109583"	"PA14_20330"	"phnE"	"phosphonate ABC transporter permease"	"YP_789767.1 ; WP_003091793.1"	"PGD1654089"
"phnG"	"inconsistent replicates"	1	3	4	"PALES_16801"	"PA3380"	"PA14_20360"	"putative phosphonate metabolism protein PhnG"	"PGD247429"	"PA3380"	"PA3380"	"conserved hypothetical protein"	"NP_252070.1 ; WP_003098697.1"	"PGD109579"	"PA14_20360"	"phnG"	"phosphonate metabolism protein PhnG"	"YP_789769.1 ; WP_003138234.1"	"PGD1654093"
"phnH"	"probably always essential"	3	3	4	"PALES_16811"	"PA3379"	"PA14_20370"	"carbon-phosphorus lyase complex subunit"	"PGD247431"	"PA3379"	"PA3379"	"conserved hypothetical protein"	"NP_252069.1 ; WP_003113122.1"	"PGD109577"	"PA14_20370"	"phnH"	"carbon-phosphorus lyase complex subunit"	"YP_789770.1 ; WP_003138236.1"	"PGD1654095"
"phnI"	"inconsistent replicates"	1	2	4	"PALES_16821"	"PA3378"	"PA14_20380"	"putative phosphonate metabolism protein"	"PGD247433"	"PA3378"	"PA3378"	"conserved hypothetical protein"	"NP_252068.1 ; WP_003091786.1"	"PGD109575"	"PA14_20380"	"phnI"	"hypothetical protein"	"YP_789771.1 ; WP_003091786.1"	"PGD1654097"
"phnJ"	"probably always non-essential"	0	1	4	"PALES_16831"	"PA3377"	"PA14_20390"	"putative phosphonate metabolism protein"	"PGD247435"	"PA3377"	"PA3377"	"conserved hypothetical protein"	"NP_252067.1 ; WP_003113123.1"	"PGD109573"	"PA14_20390"	"phnJ"	"hypothetical protein"	"YP_789772.1 ; WP_003091784.1"	"PGD1654099"
"phnK"	NA	NA	NA	NA	"PALES_16841"	"PA3376"	"PA14_20400"	"phosphonate C-P lyase system protein PhnK"	"PGD247437"	"PA3376"	"PA3376"	"probable ATP-binding component of ABC transporter"	"NP_252066.1 ; WP_003091781.1"	"PGD109571"	"PA14_20400"	"phnK"	"phosphonate C-P lyase system protein PhnK"	"YP_789773.1 ; WP_003091781.1"	"PGD1654101"
"phnM"	"inconsistent replicates"	0	2	4	"PALES_16861"	"PA3374"	"PA14_20430"	"phosphonate metabolism protein"	"PGD247441"	"PA3374"	"PA3374"	"conserved hypothetical protein"	"NP_252064.1 ; WP_003113124.1"	"PGD109567"	"PA14_20430"	"phnM"	"phosphonate metabolism protein"	"YP_789775.1 ; WP_003113124.1"	"PGD1654105"
"phnN"	"inconsistent replicates"	1	3	4	"PALES_16871"	"PA3373"	"PA14_20440"	"ATP-binding component of phosphonate transport"	"PGD247443"	"PA3373"	"PA3373"	"conserved hypothetical protein"	"NP_252063.1 ; WP_003109293.1"	"PGD109565"	"PA14_20440"	"phnN"	"phosphonate transport ATP-binding protein"	"YP_789776.1 ; WP_003109293.1"	"PGD1654107"
"phnP"	"inconsistent replicates"	1	4	4	"PALES_16881"	"PA3372"	"PA14_20450"	"carbon-phosphorus lyase complex accessory protein"	"PGD247445"	"PA3372"	"PA3372"	"conserved hypothetical protein"	"NP_252062.1 ; WP_003113125.1"	"PGD109563"	"PA14_20450"	"phnP"	"carbon-phosphorus lyase complex accessory protein"	"YP_789777.1 ; WP_003109294.1"	"PGD1654109"
"phnW"	"inconsistent replicates"	2	3	4	"PALES_38721"	"PA1310"	"PA14_47300"	"2-aminoethylphosphonate--pyruvate transaminase"	"PGD251847"	"PA1310"	"phnW"	"2-aminoethylphosphonate:pyruvate aminotransferase"	"NP_250001.1 ; WP_003112368.1"	"PGD105388"	"PA14_47300"	"phnW"	"2-aminoethylphosphonate--pyruvate transaminase"	"YP_791935.1 ; WP_003086851.1"	"PGD1658474"
"phnX"	"inconsistent replicates"	0	3	4	"PALES_38711"	"PA1311"	"PA14_47280"	"phosphonoacetaldehyde hydrolase"	"PGD251845"	"PA1311"	"phnX"	"2-phosphonoacetaldehyde hydrolase"	"NP_250002.1 ; WP_003112369.1"	"PGD105390"	"PA14_47280"	"phnX"	"phosphonoacetaldehyde hydrolase"	"YP_791934.1 ; WP_003100114.1"	"PGD1658472"
"phoA"	"probably always non-essential"	0	1	4	"PALES_17701"	"PA3296"	"PA14_21410"	"alkaline phosphatase"	"PGD247615"	"PA3296"	"phoA"	"alkaline phosphatase"	"NP_251986.1 ; WP_003113164.1"	"PGD109409"	"PA14_21410"	"phoA"	"alkaline phosphatase"	"YP_789857.1 ; WP_003112133.1"	"PGD1654271"
"phoB"	"inconsistent replicates"	0	3	4	"PALES_57551"	"PA5360"	"PA14_70750"	"two-component response regulator PhoB"	"PGD255686"	"PA5360"	"phoB"	"two-component response regulator PhoB"	"NP_254047.1 ; WP_003096653.1"	"PGD113594"	"PA14_70750"	"phoB"	"two-component response regulator PhoB"	"YP_793834.1 ; WP_003096653.1"	"PGD1662338"
"phoP"	"inconsistent replicates"	2	4	4	"PALES_41421"	"PA1179"	"PA14_49180"	"two-component response regulator PhoP"	"PGD252387"	"PA1179"	"phoP"	"two-component response regulator PhoP"	"NP_249870.1 ; WP_003082436.1"	"PGD105126"	"PA14_49180"	"phoP"	"two-component response regulator PhoP"	"YP_792087.1 ; WP_003082436.1"	"PGD1658778"
"phoQ"	"inconsistent replicates"	1	3	4	"PALES_41411"	"PA1180"	"PA14_49170"	"two-component sensor PhoQ"	"PGD252385"	"PA1180"	"phoQ"	"two-component sensor PhoQ"	"NP_249871.1 ; WP_003082438.1"	"PGD105128"	"PA14_49170"	"phoQ"	"two-component sensor PhoQ"	"YP_792086.1 ; WP_003082438.1"	"PGD1658776"
"phoR"	"inconsistent replicates"	0	2	4	"PALES_57561"	"PA5361"	"PA14_70760"	"two-component sensor PhoR"	"PGD255688"	"PA5361"	"phoR"	"two-component sensor PhoR"	"NP_254048.1 ; WP_003121316.1"	"PGD113596"	"PA14_70760"	"phoR"	"two-component sensor PhoR"	"YP_793835.1 ; WP_003136283.1"	"PGD1662340"
"phoU"	"probably always essential"	3	4	4	"PALES_57601"	"PA5365"	"PA14_70800"	"phosphate uptake regulatory protein PhoU"	"PGD255696"	"PA5365"	"phoU"	"phosphate uptake regulatory protein PhoU"	"NP_254052.1 ; WP_003096661.1"	"PGD113604"	"PA14_70800"	"phoU"	"phosphate uptake regulatory protein PhoU"	"YP_793839.1 ; WP_003142030.1"	"PGD1662348"
"phr"	"probably always non-essential"	0	1	4	"PALES_50461"	"PA4660"	"PA14_61640"	"deoxyribodipyrimidine photolyase"	"PGD254232"	"PA4660"	"phr"	"deoxyribodipyrimidine photolyase"	"NP_253349.1 ; WP_003114697.1"	"PGD112167"	"PA14_61640"	"phr"	"deoxyribodipyrimidine photolyase"	"YP_793122.1 ; WP_003141624.1"	"PGD1660884"
"phuR"	"always non-essential"	0	0	4	"PALES_50951"	"PA4710"	"PA14_62350"	"Haem/Haemoglobin uptake outer membrane receptor PhuR precursor"	"PGD254347"	"PA4710"	"phuR"	"Heme/Hemoglobin uptake outer membrane receptor PhuR precursor"	"NP_253398.1 ; WP_003113453.1"	"PGD112280"	"PA14_62350"	"PA14_62350"	"heme/hemoglobin uptake outer membrane receptor PhuR"	"YP_793173.1 ; WP_003095102.1"	"PGD1661000"
"phuT"	"inconsistent replicates"	2	3	4	"PALES_50931"	"PA4708"	"PA14_62300"	"Heme-transport protein, PhuT"	"PGD254343"	"PA4708"	"phuT"	"Heme-transport protein, PhuT"	"NP_253396.1 ; WP_003095100.1"	"PGD112276"	"PA14_62300"	"PA14_62300"	"hypothetical protein"	"YP_793171.1 ; WP_003141666.1"	"PGD1660996"
"phzA1"	"probably always non-essential"	0	1	4	"PALES_07171"	"PA4210"	"PA14_09480"	"putative phenazine biosynthesis protein"	"PGD245502"	"PA4210"	"phzA1"	"probable phenazine biosynthesis protein"	"NP_252899.1 ; WP_003114729.1"	"PGD111240"	"PA14_09480"	"phzA1"	"phenazine biosynthesis protein"	"YP_788909.1 ; WP_003137497.1"	"PGD1652365"
"phzA2"	"always essential"	4	4	4	"PALES_34251"	"PA1899"	"PA14_39970"	"putative phenazine biosynthesis protein"	"PGD250944"	"PA1899"	"phzA2"	"probable phenazine biosynthesis protein"	"NP_250590.1 ; WP_003117657.1"	"PGD106578"	"PA14_39970"	"phzA2"	"phenazine biosynthesis protein"	"YP_791340.1 ; WP_009877875.1"	"PGD1657276"
"phzB1"	"always essential"	4	4	4	"PALES_07161"	"PA4211"	"PA14_09470"	"putative phenazine biosynthesis protein"	"PGD245500"	"PA4211"	"phzB1"	"probable phenazine biosynthesis protein"	"NP_252900.1 ; WP_003114730.1"	"PGD111242"	"PA14_09470"	"phzB1"	"phenazine biosynthesis protein"	"YP_788908.1 ; WP_003123955.1"	"PGD1652363"
"phzC1"	"always essential"	4	4	4	"PALES_07151"	"PA1901"	"PA14_39945"	"phenazine biosynthesis protein PhzC"	"PGD245498"	"PA1901"	"phzC2"	"phenazine biosynthesis protein PhzC"	"NP_250592.1 ; WP_003093621.1"	"PGD106582"	"PA14_39945"	"phzC2"	"phenazine biosynthesis protein PhzC"	"YP_791338.1 ; WP_011666699.1"	"PGD1657272"
"phzC1"	"always essential"	4	4	4	"PALES_07151"	"PA4212"	"PA14_39945"	"phenazine biosynthesis protein PhzC"	"PGD245498"	"PA4212"	"phzC1"	"phenazine biosynthesis protein PhzC"	"NP_252901.1 ; WP_003093621.1"	"PGD111244"	"PA14_39945"	"phzC2"	"phenazine biosynthesis protein PhzC"	"YP_791338.1 ; WP_011666699.1"	"PGD1657272"
"phzC2"	"always essential"	4	4	4	"PALES_34231"	"PA1901"	"PA14_39945"	"phenazine biosynthesis protein PhzC"	"PGD250940"	"PA1901"	"phzC2"	"phenazine biosynthesis protein PhzC"	"NP_250592.1 ; WP_003093621.1"	"PGD106582"	"PA14_39945"	"phzC2"	"phenazine biosynthesis protein PhzC"	"YP_791338.1 ; WP_011666699.1"	"PGD1657272"
"phzC2"	"always essential"	4	4	4	"PALES_34231"	"PA4212"	"PA14_39945"	"phenazine biosynthesis protein PhzC"	"PGD250940"	"PA4212"	"phzC1"	"phenazine biosynthesis protein PhzC"	"NP_252901.1 ; WP_003093621.1"	"PGD111244"	"PA14_39945"	"phzC2"	"phenazine biosynthesis protein PhzC"	"YP_791338.1 ; WP_011666699.1"	"PGD1657272"
"phzD1"	"always essential"	4	4	4	"PALES_07141"	"PA1902"	"PA14_09450"	"phenazine biosynthesis protein PhzD"	"PGD245496"	"PA1902"	"phzD2"	"phenazine biosynthesis protein PhzD"	"NP_250593.1 ; WP_003093625.1"	"PGD106584"	"PA14_09450"	"phzD1"	"phenazine biosynthesis protein PhzD"	"YP_788906.1 ; WP_003093625.1"	"PGD1652359"
"phzD1"	"always essential"	4	4	4	"PALES_07141"	"PA4213"	"PA14_09450"	"phenazine biosynthesis protein PhzD"	"PGD245496"	"PA4213"	"phzD1"	"phenazine biosynthesis protein PhzD"	"NP_252902.1 ; WP_003093625.1"	"PGD111246"	"PA14_09450"	"phzD1"	"phenazine biosynthesis protein PhzD"	"YP_788906.1 ; WP_003093625.1"	"PGD1652359"
"phzD2"	"always essential"	4	4	4	"PALES_34221"	"PA1902"	"PA14_09450"	"phenazine biosynthesis protein PhzD"	"PGD250938"	"PA1902"	"phzD2"	"phenazine biosynthesis protein PhzD"	"NP_250593.1 ; WP_003093625.1"	"PGD106584"	"PA14_09450"	"phzD1"	"phenazine biosynthesis protein PhzD"	"YP_788906.1 ; WP_003093625.1"	"PGD1652359"
"phzD2"	"always essential"	4	4	4	"PALES_34221"	"PA4213"	"PA14_09450"	"phenazine biosynthesis protein PhzD"	"PGD250938"	"PA4213"	"phzD1"	"phenazine biosynthesis protein PhzD"	"NP_252902.1 ; WP_003093625.1"	"PGD111246"	"PA14_09450"	"phzD1"	"phenazine biosynthesis protein PhzD"	"YP_788906.1 ; WP_003093625.1"	"PGD1652359"
"phzE1"	"always essential"	4	4	4	"PALES_07131"	"PA1903"	"PA14_09440"	"phenazine biosynthesis protein PhzE"	"PGD245494"	"PA1903"	"phzE2"	"phenazine biosynthesis protein PhzE"	"NP_250594.1 ; WP_003118954.1"	"PGD106586"	"PA14_09440"	"phzE1"	"phenazine biosynthesis protein PhzE"	"YP_788905.1 ; WP_003137488.1"	"PGD1652357"
"phzE1"	"always essential"	4	4	4	"PALES_07131"	"PA4214"	"PA14_09440"	"phenazine biosynthesis protein PhzE"	"PGD245494"	"PA4214"	"phzE1"	"phenazine biosynthesis protein PhzE"	"NP_252903.1 ; WP_003118954.1"	"PGD111248"	"PA14_09440"	"phzE1"	"phenazine biosynthesis protein PhzE"	"YP_788905.1 ; WP_003137488.1"	"PGD1652357"
"phzE2"	"always essential"	4	4	4	"PALES_34211"	"PA1903"	"PA14_09440"	"phenazine biosynthesis protein PhzE"	"PGD250936"	"PA1903"	"phzE2"	"phenazine biosynthesis protein PhzE"	"NP_250594.1 ; WP_003118954.1"	"PGD106586"	"PA14_09440"	"phzE1"	"phenazine biosynthesis protein PhzE"	"YP_788905.1 ; WP_003137488.1"	"PGD1652357"
"phzE2"	"always essential"	4	4	4	"PALES_34211"	"PA4214"	"PA14_09440"	"phenazine biosynthesis protein PhzE"	"PGD250936"	"PA4214"	"phzE1"	"phenazine biosynthesis protein PhzE"	"NP_252903.1 ; WP_003118954.1"	"PGD111248"	"PA14_09440"	"phzE1"	"phenazine biosynthesis protein PhzE"	"YP_788905.1 ; WP_003137488.1"	"PGD1652357"
"phzF1"	"always essential"	4	4	4	"PALES_07121"	"PA1904"	"PA14_09420"	"putative phenazine biosynthesis protein"	"PGD245492"	"PA1904"	"phzF2"	"probable phenazine biosynthesis protein"	"NP_250595.1 ; WP_003093628.1"	"PGD106588"	"PA14_09420"	"phzF1"	"phenazine biosynthesis protein"	"YP_788904.1 ; WP_003093628.1"	"PGD1652355"
"phzF1"	"always essential"	4	4	4	"PALES_07121"	"PA1904"	"PA14_39890"	"putative phenazine biosynthesis protein"	"PGD245492"	"PA1904"	"phzF2"	"probable phenazine biosynthesis protein"	"NP_250595.1 ; WP_003093628.1"	"PGD106588"	"PA14_39890"	"phzF2"	"phenazine biosynthesis protein"	"YP_791335.1 ; WP_003093628.1"	"PGD1657266"
"phzF1"	"always essential"	4	4	4	"PALES_07121"	"PA4215"	"PA14_09420"	"putative phenazine biosynthesis protein"	"PGD245492"	"PA4215"	"phzF1"	"probable phenazine biosynthesis protein"	"NP_252904.1 ; WP_003093628.1"	"PGD111250"	"PA14_09420"	"phzF1"	"phenazine biosynthesis protein"	"YP_788904.1 ; WP_003093628.1"	"PGD1652355"
"phzF1"	"always essential"	4	4	4	"PALES_07121"	"PA4215"	"PA14_39890"	"putative phenazine biosynthesis protein"	"PGD245492"	"PA4215"	"phzF1"	"probable phenazine biosynthesis protein"	"NP_252904.1 ; WP_003093628.1"	"PGD111250"	"PA14_39890"	"phzF2"	"phenazine biosynthesis protein"	"YP_791335.1 ; WP_003093628.1"	"PGD1657266"
"phzF2"	"always essential"	4	4	4	"PALES_34201"	"PA1904"	"PA14_09420"	"putative phenazine biosynthesis protein"	"PGD250934"	"PA1904"	"phzF2"	"probable phenazine biosynthesis protein"	"NP_250595.1 ; WP_003093628.1"	"PGD106588"	"PA14_09420"	"phzF1"	"phenazine biosynthesis protein"	"YP_788904.1 ; WP_003093628.1"	"PGD1652355"
"phzF2"	"always essential"	4	4	4	"PALES_34201"	"PA1904"	"PA14_39890"	"putative phenazine biosynthesis protein"	"PGD250934"	"PA1904"	"phzF2"	"probable phenazine biosynthesis protein"	"NP_250595.1 ; WP_003093628.1"	"PGD106588"	"PA14_39890"	"phzF2"	"phenazine biosynthesis protein"	"YP_791335.1 ; WP_003093628.1"	"PGD1657266"
